question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
"Why does the artifact’s “Whenever a creature dies, you gain 1 life” ability trigger twice when all artifacts, creatures, and enchantments are destroyed simultaneously?","Because the ability is a zone‑change trigger that looks back in time, so it sees the state before the objects leave the battlefield and triggers for each creature that died.",Because the spell that destroys everything grants the artifact an additional trigger.,Because the ability is a static ability that constantly monitors creatures.,Because the artifact stays on the battlefield long enough to trigger again.
Which of the following types of triggers are defined as “looking back in time” according to the rule?,"Leaves‑the‑battlefield abilities, abilities that trigger when a card leaves a graveyard, and abilities that trigger when an object all players can see is put into a hand or library.",Only abilities that trigger when a permanent phases out.,Any ability that triggers when a player casts a spell.,Only abilities that trigger when a creature dies.
How many times does the artifact’s ability trigger when the artifact and multiple creatures die simultaneously?,twice,once,three times,never
Why does the artifact’s ability trigger twice under these circumstances?,Because it triggers once for each creature that died,Because the artifact remains on the battlefield,Because the ability triggers only once regardless of deaths,Because the ability does not trigger for creatures that died
"When an object becomes unattached, how do abilities that trigger specifically for this event resolve?",They look back in time.,They trigger after the object has become unattached.,They only trigger if the object goes to the graveyard.,They trigger when the object reattaches.
Which types of abilities trigger when a player loses control of an object or when that object's opponent gains control of it from the player?,Abilities that trigger when a player loses control of an object or when an opponent gains control of an object from that player look back in time.,Abilities that trigger when a spell is countered.,Abilities that trigger when a player loses the game.,Abilities that trigger when a permanent phases out.
What condition causes a “look‑back‑in‑time” trigger as described in rule 603.10d?,The player losing control of an object or the opponent gaining control of that object from the player.,A creature attacking another creature.,A spell being cast from the graveyard.,A permanent entering the battlefield.
Which type of abilities trigger when a spell is countered?,Abilities that trigger when a spell is countered look back in time.,Abilities that trigger when a creature deals damage.,Abilities that trigger when a player draws a card.,Abilities that trigger when a land is tapped.
What do abilities that trigger when a spell is countered do?,They look back in time.,They are immediately discarded from play.,They cause all players to lose a life point.,They grant an extra mana source to the controller.
Which abilities trigger when a player loses the game?,Abilities that trigger when a player loses the game look back in time.,Abilities that trigger when a player gains control of an object from that player.,Abilities that trigger when a spell is countered.,Abilities that trigger when a player planeswalks away from a plane.
What triggers the abilities that “planeswalk away from a plane” and what does “look back in time” mean in this context?,"When a player planeswalks away from a plane, the abilities trigger and consider the game state as it was before the planeswalk occurred.",When a player lands on a new plane.,When a player taps a creature for mana.,When a creature attacks an opponent.
When do abilities that trigger on a player’s planeswalk away from a plane activate?,"They activate when a player planeswalks away from a plane, and the trigger looks back to the time before the planeswalk.",They activate when a player enters a new plane.,They activate when a player loses a life total.,They activate when a creature is destroyed.
"In some Magic: The Gathering objects, where is the trigger condition written in the ability?",In the middle of the ability rather than at the beginning.,At the end of the ability.,At the beginning of the ability.,In a separate paragraph.
What happens when you reveal a basic land card this way?,You draw a card.,You discard a card.,You tap all creatures.,You gain life.
What happens when you reveal a basic land card as part of the ability that says “Reveal the first card you draw each turn”?,You draw a card,You exile a card,You tap all lands,You lose 1 life
What is the trigger condition for the ability that lets you draw a card in the example?,You reveal a basic land card this way,You discard a card,You cast a spell,You attack with a creature
"In the ability “Reveal the first card you draw each turn. Whenever you reveal a basic land card this way, draw a card”, what type of ability is the second sentence?",A triggered ability,A static ability,An activated ability,A continuous ability
What does Heart‑Piercer Manticore’s reflexive triggered ability do when you sacrifice another creature due to its triggered ability?,deals damage equal to that creature’s power to any target,creates a copy of the sacrificed creature,draws two cards,destroys all creatures of a chosen color
How is the amount of damage dealt by Heart‑Piercer Manticore’s reflexive triggered ability determined?,equal to the sacrificed creature’s power,equal to the number of creatures sacrificed during that turn,equal to the total damage dealt by Heart‑Piercer Manticore earlier in the game,equal to the mana value of the sacrificed creature’s card cost
"When a spell or ability lets you pay a cost “any number of times” and creates a triggered ability that triggers “when you pay that cost one or more times,” how many times will that triggered ability fire if you pay the cost multiple times?",It triggers only once.,It triggers once for each payment.,It triggers only if you pay the cost exactly once.,"It triggers twice, once for each group of payments."
What distinguishes a static ability from an activated or triggered ability?,It does something all the time rather than being activated or triggered.,It requires the player to pay a cost each turn.,It can only be activated by a spell or ability.,It can be turned on or off by the player at will.
How are static abilities written in the rules?,As statements that are simply true.,As actions that a player must manually perform.,As costs that must be paid to trigger the ability.,As instructions that a creature follows when tapped.
How are static abilities written and what is their nature?,They are written as statements and are simply true.,They require a mana cost to activate.,They trigger when a condition is met.,They are only active when the creature is tapped.
What is a characteristic-defining ability?,It is a static ability that conveys information about an object's characteristics that would normally be found elsewhere on that object.,It allows a creature to move during the opponent's turn.,It is an ability that can only be activated once per turn.,It forces a player to pay additional mana to cast spells.
How can a characteristic-defining ability modify an object's characteristics?,It can add to or override information found elsewhere on that object.,It can only increase an object's power but not its toughness.,It can change an object's type but not its color.,It can only be used when the object is in the graveyard.
What is the primary function of a characteristic‑defining ability?,"It conveys information about an object’s characteristics that would normally be found elsewhere on that object (such as its mana cost, type line, or power/toughness).",It allows the object to cast spells of any color.,It grants the object additional combat abilities.,It removes the object from the battlefield immediately.
In which zones can a characteristic‑defining ability operate?,In all zones.,Only while the object is on the battlefield.,Only while the object is in a player’s hand.,Only while the object is in a graveyard.
Can a characteristic‑defining ability alter the information that would normally appear on an object?,"Yes, it can add to or override information found elsewhere on that object.","No, it can only add new information but never change existing data.",It can only change the object’s name.,It can only affect the object’s mana cost but not its type line.
Where do characteristic‑defining abilities function?,"In all zones, including outside the game and before the game begins.",Only on the battlefield.,Only in a player’s hand.,Only in the graveyard.
Do characteristic‑defining abilities apply before the game starts?,"Yes, they function outside the game and before the game begins.","No, they only apply during the game.",They only apply once the game has started.,They only apply when the card is on the battlefield.
What must a static ability do for it to be a characteristic‑defining ability?,"It defines an object’s colors, subtypes, power, or toughness.",It directly affects the characteristics of any other objects.,It can be granted by the object itself.,It only sets the values of such characteristics if certain conditions are met.
Where can a characteristic‑defining static ability be printed or granted?,"It must be printed on the card it affects, granted to a token by the effect that created it, or acquired as the result of a copy or text‑changing effect.",It can be printed on any card in the deck.,It must be granted by an opponent’s spell.,It must be written on the rulebook.
Which of the following is NOT allowed for a characteristic‑defining static ability?,It must not set the values of such characteristics only if certain conditions are met.,It can set the values only if certain conditions are met.,It can directly affect the characteristics of any other objects.,It can be an ability that an object grants to itself.
"Does a static ability on an Aura, Equipment, or Fortification target the object it’s attached to?","No, it does not target the object; it simply modifies it.","Yes, it targets the object.",It requires a mana payment to activate.,"It only affects the controller, not the object."
"What happens to the static ability of an Aura, Equipment, or Fortification when it is moved from one object to another?",The ability stops affecting the original object and begins modifying the new one.,It continues to affect the original object even after the move.,It affects both the original and the new object simultaneously.,The ability disappears completely and no longer modifies any object.
"What happens to the static ability of an Aura, Equipment, or Fortification when it is moved from one object to another?",The ability stops applying to the original object and starts modifying the new one.,The ability continues to affect the original object even after the move.,"The ability stops affecting both objects, leaving the new object unmodified.","The ability duplicates itself, affecting both the original and the new object."
Which type of abilities can modify a spell while it is still on the stack?,Some static abilities,Continuous abilities that only apply after a creature enters the battlefield,Triggers that resolve only after the stack clears,Counters that are applied only to permanents
What kinds of cost‑modifying abilities are allowed to be used while a spell is on the stack?,"Abilities that say “As an additional cost to cast…,” “You may pay [cost] rather than pay [this object]’s mana cost,” or “You may cast [this object] without paying its mana cost”",Abilities that grant extra combat damage after the spell resolves,Abilities that only work on creature spells that have entered the battlefield,Abilities that remove the spell from the stack and exile it instead of letting it resolve
Which type of abilities are said to work while a spell is on the stack?,"abilities that let you add an additional cost to cast a spell, pay an alternative cost instead of the object's mana cost, or cast the object without paying its mana cost",abilities that grant +1/+1 counters,abilities that let you sacrifice a creature,abilities that let you look at an opponent’s hand
When do abilities that say “You may pay [cost] rather than pay this object’s mana cost” apply?,while the spell is on the stack,before the spell is cast,after the spell resolves,when the spell is in your hand
Which rule number specifically states that certain abilities work while a spell is on the stack?,604.5,604.6,603.4,610.3
"Which static abilities are limited to those that read “You may [cast/play] [this card] …”, “You can’t [cast/play] [this card] …”, or “[Cast/Play] [this card] only …”?","allow a card to be cast or played, prohibit it from being cast or played, or restrict it to a specific condition, but do not affect other aspects of the game such as combat or drawing cards.",affect the card's power and toughness during combat,grant an additional cost for casting the card,enable the card to be played from the graveyard
What effect does a static ability that reads “You can’t [cast/play] [this card] …” have?,prevents the card from being cast or played by any player,reduces the card’s mana cost by 1,allows the card to be played only during a specific phase,lets the card be cast without paying its mana cost
Do static abilities use an object’s last known information to determine how their effects are applied?,"No, static abilities cannot use an object’s last known information.","Yes, static abilities can use an object’s last known information.",Static abilities can use it only if the object is still on the battlefield.,Only activated abilities can use an object’s last known information.
Which type of ability is prohibited from using an object’s last known information for determining how its effects are applied?,Static abilities,Activated abilities,Triggered abilities,Mana abilities
What type of information cannot static abilities use when determining how their effects are applied?,an object's last known information,a creature's current power and toughness,the color of the mana spent to activate it,the number of cards in a player's hand
Which kind of abilities in Magic: The Gathering cannot use an object's last known information?,static abilities,activated abilities that pay mana,triggered abilities that resolve when a creature enters the battlefield,sorceries that are cast as instant spells
What defines a mana ability in Magic: The Gathering?,Some activated abilities and some triggered abilities that are subject to special rules.,All activated abilities that add mana to a player's mana pool.,Any ability that requires a target to function.,Only activated abilities that cannot be used as a loyalty ability.
Which of the following statements correctly describes when an ability is classified as a mana ability?,"It is an ability that meets either of the two sets of criteria, regardless of other effects or timing restrictions.",It is an ability that must target a permanent before activating.,It is a static ability that modifies the game state.,It is a loyalty ability used by planeswalkers.
Can a mana ability have timing restrictions such as “Activate only as an instant”?,"Yes, timing restrictions do not affect whether an ability is a mana ability.","No, a mana ability can never have timing restrictions.",Only if the ability also targets a creature.,Only if the ability is a loyalty ability.
Which of the following is *not* a requirement for an activated ability to be considered a mana ability?,The ability must be a loyalty ability.,The ability must not require a target.,The ability must be capable of adding mana to a player's mana pool when it resolves.,The ability must not be a loyalty ability.
"According to the rules, what distinguishes a mana ability from other activated abilities?","It must meet either of the two sets of criteria, regardless of other effects or timing restrictions.",It must always be activated as an instant.,It must always target a player’s opponent.,It must be a static ability that modifies the battlefield.
Which of the following criteria must an activated ability satisfy to be classified as a mana ability?,"It doesn’t require a target, it could add mana to a player’s mana pool when it resolves, and it isn’t a loyalty ability.","It requires a target, it could create creatures, and it is a loyalty ability.","It requires a target, it could add mana, and it is a loyalty ability.","It doesn’t require a target, it could add mana, and it is a loyalty ability."
Can a loyalty ability ever be considered a mana ability?,"No, loyalty abilities are never mana abilities.","Yes, loyalty abilities can be mana abilities if they add mana.",Only if the loyalty ability also has a target.,Only on the first turn of the game.
What must a triggered ability meet to be considered a mana ability?,"It doesn’t require a target, it triggers from the activation or resolution of an activated mana ability (or from mana being added to a player’s mana pool), and it could add mana to a player’s mana pool when it resolves.","It requires a target, it triggers from the beginning of the turn, and it creates a creature.","It triggers from any card effect, it adds mana, and it can target an opponent.",It must be a loyalty ability that also adds mana.
Which of the following conditions must a triggered ability satisfy to be considered a mana ability?,"It must not require a target. It must trigger from the activation or resolution of an activated mana ability, or from mana being added to a player’s mana pool. It must have the potential to add mana to a player’s mana pool when it resolves.",It must require a target.,It must trigger when a creature dies.,It must always produce mana regardless of the game state.
What can trigger a mana ability?,"The activation or resolution of an activated mana ability, or mana being added to a player’s mana pool.",A creature entering the battlefield.,A player drawing a card.,An artifact becoming equipped.
Does a mana ability ever require a target?,"No, a mana ability never requires a target.","Yes, it always requires a target.",It requires a target only if it is a loyalty ability.,It requires a target only when the game state allows it to produce mana.
Is a mana ability still considered a mana ability even when the game state prevents it from producing mana?,"Yes, it remains a mana ability.","No, it ceases to be a mana ability.",It becomes a triggered ability.,It becomes a static ability.
"A permanent has the ability “{T}: Add {G} for each creature you control.” If you control no creatures, does that ability still qualify as a mana ability?","Yes, it remains a mana ability.","No, it stops being a mana ability.",It turns into an activated ability that costs mana.,It becomes a keyword ability.
"What does the ability “{T}: Add {G} for each creature you control.” still qualify as, even if you control no creatures or the permanent is already tapped?",It remains a mana ability.,It becomes a combat ability.,It turns into a triggered ability.,It is no longer an ability at all.
What does rule 605.2 state about a mana ability when the game state does not allow it to produce mana?,It remains a mana ability.,It loses its mana ability status.,It becomes a non‑mana ability.,It requires an additional payment to activate.
What is a consequence of an activated mana ability not going onto the stack?,"It cannot be targeted, countered, or otherwise responded to.",It can be targeted by other abilities or spells.,It can be countered by counterspells.,It can be responded to with other triggered abilities.
Why do activated mana abilities bypass the stack?,Because rule 605.3b states that they do not go on the stack.,They are handled by the game’s priority system instead.,They are considered instant spells and resolve immediately.,They are treated as static abilities that are always active.
What happens when an activated mana ability is used?,"It resolves immediately after activation and does not go on the stack, so it cannot be targeted, countered, or responded to.",It is put on the stack and resolves at the next available priority.,It can be targeted by spells or abilities that affect creatures.,It remains on the stack until a player casts another spell.
Can an activated mana ability be countered by a spell that counters activated abilities?,"No, because it never goes on the stack.","Yes, as long as the counter spell is cast before the mana ability resolves.",Only if the counter spell is a counter spell that also targets mana abilities.,Only if the opponent has priority after the mana ability is activated.
When does an activated mana ability resolve?,Immediately after it is activated.,After the player takes priority again.,After the next spell or ability is cast.,At the end of the current turn.
What happens to an activated mana ability after it is activated?,It resolves immediately.,It goes onto the stack.,It can be targeted by other abilities.,It waits until the next turn to resolve.
Do activated mana abilities go onto the stack?,"No, they do not go onto the stack.","Yes, they always go onto the stack.",They can be targeted by other abilities.,They are always countered.
"If a player starts to activate a mana ability, can they activate the same ability again before it resolves?","No, it cannot be activated again until it has resolved.","Yes, if the opponent hasn't responded.","Yes, after paying an additional cost.","Yes, if it's a triggered ability."
What happens to a triggered mana ability once it is activated?,"It resolves immediately after the mana ability that triggered it, without waiting for priority.",It goes on the stack and can be targeted.,It is countered automatically by the opponent.,It can be responded to with a spell or ability.
Can a triggered mana ability be targeted or countered?,"No, it cannot be targeted, countered, or otherwise responded to.","Yes, it can be targeted with any spell.",Only if it is a legendary ability can it be countered.,It can only be countered by a specific type of removal spell.
Does a triggered mana ability wait for priority before it resolves?,"No, it resolves immediately after the mana ability that triggered it.","Yes, it waits until the controller has priority.",It resolves only after the opponent's priority.,It resolves at the end of the turn instead of immediately.
"In an enchantment that says “Whenever a player taps a land for mana, that player adds one mana of any type that land produced,” when is the additional mana added?","Immediately after the land tap, and it can be used to pay for the spell being cast.",Only after the opponent's priority.,At the beginning of the next turn.,After the spell resolves fully.
How does a triggered mana ability resolve?,"It resolves immediately after the mana ability that triggered it, without waiting for priority.",It goes on the stack and waits for priority like other triggered abilities.,It can be targeted and countered before it resolves.,It requires a player to have priority before it can resolve.
Do triggered mana abilities go on the stack before they resolve?,"No, they do not go on the stack; they resolve right after the triggering mana ability.","Yes, they go on the stack just like any other triggered ability.",They only resolve after all other triggered abilities have resolved.,They require a spell to be on the stack first to resolve.
"What happens when a player taps lands for mana while casting a spell, if an enchantment says, “Whenever a player taps a land for mana, that player adds one mana of any type that land produced.”",The additional mana is added immediately and can be used to pay for the spell.,The additional mana waits until the next priority step before it can be used.,The additional mana is lost because the spell was already being cast.,The additional mana can only be used to pay for the next spell the player casts.
What type of ability is described in the example enchantment?,A triggered mana ability that resolves immediately after the mana it triggers on.,A static ability that continuously adds mana whenever a land is tapped.,A triggered ability that goes on the stack and can be countered.,A replacement effect that changes the type of mana produced by the land.
Can a spell ever be a mana ability?,"No, a spell can never be a mana ability, even if it could put mana into a player’s mana pool when it resolves.","Yes, a spell can be a mana ability if it has the “mana source” type.","Yes, a spell can be a mana ability if it resolves by adding mana to the pool.",It depends on the card’s text.
What happened to older cards that were printed with the card type “mana source”?,They have received errata in the Oracle card reference and are now instants.,They have become sorceries.,They remain mana abilities.,They were removed from competitive play.
How does a spell that could produce mana resolve?,"It resolves just like any other spell, not as a mana ability.",It resolves as a mana ability and immediately puts mana into the pool.,It resolves as a creature.,It does not resolve at all.
How does a spell behave when it is cast?,It is cast and resolves just like any other spell.,It does not resolve after being cast.,It resolves before it is cast.,It can only be cast once per turn.
What change was made to cards that were originally printed with the card type “mana source”?,They were errataed and are now instants.,They were removed from the game.,They were turned into artifacts.,They were turned into creatures.
What was the original card type of some older Magic cards that were later changed to instants?,mana source,creature,artifact,enchantment
What defines a loyalty ability?,An activated ability that has a loyalty symbol in its cost and is subject to special rules.,A passive ability that belongs to a creature.,A triggered ability that activates when a planeswalker is tapped.,An ability that requires a player to pay a mana cost in a combat phase.
Which type of permanent normally has loyalty abilities?,Planeswalkers.,Creatures.,Artifacts.,Enchantments.
When may a player activate a loyalty ability of a permanent they control?,"Only during a main phase of their turn, when they have priority, the stack is empty, and no other loyalty ability of that permanent has been activated that turn.","Anytime the stack is not empty, regardless of phase.","Only during the combat phase, no matter who has priority.","Whenever a player is the active player, regardless of priority."
When may a player activate a loyalty ability of a permanent they control?,"Only during a main phase of their turn, when they have priority, the stack is empty, and no player has previously activated that permanent’s loyalty ability that turn.","Any time during any phase, even if the stack is not empty.",Only when the permanent is tapped.,Only during the opponent’s turn.
How many times can a single permanent’s loyalty ability be activated in a turn?,Once per turn; no player may activate a loyalty ability of that permanent more than once in the same turn.,Twice per turn.,Any number of times.,"Only once per turn overall, regardless of the permanent."
What is the cost to activate a loyalty ability of a permanent?,Put or remove a number of loyalty counters on that permanent as shown by the ability’s loyalty symbol; this cost can be modified by other effects.,Pay a mana cost equal to the loyalty symbol.,Swap the permanent with another creature on the battlefield.,Deal damage to a player equal to the loyalty symbol.
Can the cost to activate a loyalty ability be altered by other effects?,"Yes, the cost may be modified by other effects.","No, the cost is fixed and cannot be changed.",Only if the ability is activated during combat.,Only if the player has priority during an upkeep step.
"When a loyalty ability contains several costs that add or remove loyalty counters, how are those costs treated?","They are combined into a single cost to add or remove loyalty counters, as appropriate.",Each cost is paid separately and in the order written.,"Only the largest counter cost is applied, the rest are ignored.",The ability cannot be activated if multiple counter costs are present.
"According to rule 606.5, what determines the total cost to activate a loyalty ability that includes several counter changes?",The multiple counter costs are combined into one overall cost to add or remove loyalty counters.,"Each counter change is paid one at a time, with no combination.",The ability’s cost is doubled for every extra counter cost.,The ability becomes free if the total counter changes sum to zero.
What effect does Carth the Lion have on the activation cost of loyalty abilities you control?,Adds an additional [+1] cost to activate loyalty abilities you control.,Removes one loyalty counter from the target planeswalker instead of adding one.,Doubles the loyalty counters on the target planeswalker.,Prevents all loyalty abilities from being activated.
"If a planeswalker with three loyalty counters is targeted by a loyalty ability that normally costs [+1] to activate while Carth the Lion is controlled, how many loyalty counters must be added to the planeswalker to activate that ability?",Two loyalty counters.,One loyalty counter.,Three loyalty counters.,Zero loyalty counters.
How many loyalty counters does the planeswalker have in the example?,Three loyalty counters,Two loyalty counters,Five loyalty counters,Zero loyalty counters
"When a planeswalker ability normally costs \[+1\], how many loyalty counters must be added to the planeswalker to activate that ability?",Two loyalty counters.,One loyalty counter.,Three loyalty counters.,No loyalty counters.
What condition must be met before a planeswalker can activate a loyalty ability that costs a negative number of loyalty counters?,At least that many loyalty counters must be on the planeswalker.,Any number of loyalty counters will allow the activation.,The planeswalker can activate the ability regardless of its current loyalty.,The ability can be activated even if the planeswalker has zero loyalty counters.
Can a planeswalker with only two loyalty counters activate an ability that costs [‑3]?,"No, the ability cannot be activated because the planeswalker must have at least three loyalty counters.","Yes, the ability can be activated and the missing counter is borrowed from the opponent.","Yes, the ability can be activated by removing counters from other planeswalkers.","Yes, the ability can be activated as long as the planeswalker has any amount of loyalty counters."
What is a linked ability in Magic: The Gathering?,An ability that refers to actions taken or objects affected by another ability printed on the same object.,An ability that can be activated twice per turn.,An ability that grants additional damage to a target.,An ability that can be shared between two different permanents.
"When an ability is printed on either face of a nonmodal double‑faced object, how is that ability treated for purposes of linked abilities?",It is considered printed on that object regardless of which face is up.,Only the face that is currently up is considered printed.,It is considered printed only if the object is a token.,The ability is ignored for purposes of linked abilities.
"According to rule 607.1b, does the face that is up on a nonmodal double‑faced object determine whether its printed ability is considered “printed” for these purposes?","No, it is considered printed regardless of which face is up.","Yes, only the up face’s ability counts.",It depends on whether the object is a creature or a land.,The rule only applies to modal double‑faced objects.
Under what circumstances can abilities printed on two objects be linked?,"If one object is a token, emblem, or nontoken permanent and the second object was the source of the ability that created the token or emblem or put that permanent onto the battlefield.",If both objects are nontoken permanents that share the same name.,If one object is a creature and the other is a land.,If both objects are artifacts.
Which of the following types of objects can be involved in a linked ability with the source that created a token or emblem?,"Token, emblem, or nontoken permanent.",Only artifacts.,Only creatures.,Only lands.
"When abilities printed on two objects are linked, which rule specifies the criteria they must satisfy?",Rule 607.2.,Rule 607.1b.,Rule 607.1c.,Rule 607.3.
Which two conditions must be met for abilities on the same object to be considered linked under rule 607.2a?,"One ability must instruct a player to exile one or more cards, and another ability on the same object must refer to ""the exiled cards"" or to cards ""exiled with [ this object ]"".",Both abilities must be activated and reference the same creature.,The abilities must appear on separate objects.,The abilities must involve drawing cards from the library.
What distinguishes the linked abilities described in rule 607.2b from those in rule 607.2a?,"The first ability must generate a replacement effect that causes cards to be exiled, rather than an explicit exile instruction, and the second ability must refer to ""the exiled cards"" or to cards ""exiled with [ this object ]"".",The first ability must be a static ability that creates tokens.,Both abilities must be triggered abilities that require payment of mana.,The replacement effect must exile the card’s owner.
What does the second ability in a linked ability pair refer to?,Only to cards in the exile zone that were put there as a result of an instruction to exile them in the first ability,"All cards in the exile zone, regardless of how they got there",Only to cards exiled by a replacement effect caused by the first ability,All cards that were ever exiled by any ability of the object
"When an object has a replacement‑effect ability that exiles cards and a second ability that refers to “the exiled cards,” to which cards does that second ability apply?",Only the cards that were exiled by the first ability’s replacement effect.,"All cards that are currently in exile, regardless of how they got there.",Only cards that were already in exile before the replacement effect occurred.,"All cards that have ever been exiled, even if they were exiled by other objects."
When does rule 607.2c say that abilities on a single card are linked?,"When a card has an activated or triggered ability that puts one or more objects onto the battlefield, and another ability on the same card that refers to objects “put onto the battlefield with [this object]” or “created with [this object]”. The first ability puts the objects, the second can only refer to those objects created by that first ability.","They are linked whenever the card has any activated ability, regardless of what it creates.","They are linked if the second ability refers to any object on the battlefield, even if not created by the first ability.",They are linked only if the card has a static ability that modifies the battlefield.
"According to rule 607.2c, what limitation applies to the objects that the second ability may refer to?",The second ability may refer only to objects that were put onto the battlefield as a direct result of the first ability.,It may refer to any objects that were on the battlefield before the first ability resolved.,It may refer to objects that were removed from the battlefield by the first ability.,"It may refer to any objects that were put onto the battlefield during the game, regardless of cause."
When are two abilities that involve a chosen value considered linked?,"They are linked only if both abilities are printed on the same object, one causes a player to choose a value and the other refers to that chosen value, and the second refers only to the choice made as a result of the first.",They are linked if the abilities are on any objects and refer to any value chosen by any player.,They are linked if the second ability can refer to any previously chosen value regardless of the first ability.,They are not linked at all; the rule does not apply to chosen values.
What does it mean for a second ability to “refer only to a choice made as a result of the first ability”?,It means that the second ability is linked to the first ability and can only use the choice that was made by the first ability.,The second ability can be activated without the first ability having resolved.,"The second ability can be chosen by any player, regardless of the first ability.",The second ability does not need any choice to function.
"When a Magic card has one ability that lets you note information and a second ability that refers to that information, what is the relationship between those abilities?",They are linked; the second ability refers only to information noted by the first ability.,"The second ability can refer to any information the player chooses, regardless of the first ability.",The first ability is ignored if the second ability refers to information.,The abilities function independently and do not affect each other.
"If an object’s ability allows a player to note information, and another ability on the same object refers to that information, how does the second ability interpret the noted data?",It refers only to the information noted as a result of the first ability.,It can refer to information from any other object the player has noted earlier.,It ignores the noted information and uses a default value instead.,It refers to all possible information that could be noted on any object.
"If an object has one ability that lets a player choose between two or more words that otherwise have no rules meaning, what does rule 607.2f say about another ability on the same object that refers to that choice?",only the second ability can refer to a choice made by the first ability,"the second ability can refer to any word, even those with rule meaning",the second ability can refer to a choice made before the first ability resolves,the second ability can refer to the words chosen by any player in the game
"According to rule 607.2f, what can the second ability on an object that refers to a choice involving words refer to?",a choice made as a result of the first ability,any choice the player makes at any time,a choice made by an opponent in a separate game,a choice involving words that have existing rule meanings
Under what conditions are two abilities on the same object considered linked according to rule 607.2g?,"When one ability causes a player to pay a cost as the object enters the battlefield, and another ability refers to that cost paid “as [this object] entered.”",When the object has two separate costs to pay at any time during a turn.,When an ability requires a player to sacrifice the object upon entering the battlefield.,When the object has a static ability that modifies its power and toughness.
"When an object has both a static ability and one or more triggered abilities printed on it in the same paragraph, how are those triggered abilities linked to the static ability?","They are linked to the static ability, so each triggered ability refers only to actions taken as a result of that static ability.",They function independently of the static ability and can trigger on any game event.,The triggered abilities override the static ability and are ignored unless the static ability is activated.,"They are linked only if the static ability is activated, otherwise the triggered abilities are ignored."
"If a triggered ability is linked to a static ability, on what actions can that triggered ability trigger?",Only on actions that were caused by the static ability.,"On any actions that occur during the same turn, regardless of the static ability.",On actions that are chosen by the player after the static ability resolves.,"On any actions that occur in any other player's turn, even if the static ability never resolved."
"When an object has a static ability and a triggered ability printed in the same paragraph, what actions does the triggered ability refer to?",Only actions taken as a result of the static ability.,All actions taken by the controller during the turn.,All actions taken by any player on the battlefield.,All actions taken before the static ability resolves.
When does the second ability refer to the additional cost in the linked‑ability rule?,Only to whether the intent to pay that additional cost was declared as the object was cast as a spell.,"To any time the additional cost is paid, regardless of when it was declared.","Only when the additional cost is actually paid, not just declared.","To the total amount of mana spent on the object, whether or not an additional cost was declared."
"If an ability lists multiple additional costs, how many linked abilities can be associated with it?","Multiple, one for each listed additional cost.","Exactly one, regardless of the number of additional costs.","Two, one for the first cost and one for all remaining costs.","Zero, because linked abilities are only used for single‑cost abilities."
"In rule 607.2i, what does the second ability refer to regarding the additional cost listed in the first ability?",Whether the intent to pay the additional cost listed in the first ability was declared as the object was cast as a spell.,Whether the additional cost was actually paid before the spell resolves.,Whether the additional cost was paid during any subsequent turns.,Whether the additional cost was paid after the spell has entered the battlefield.
How many linked abilities can be created when an ability lists multiple additional costs?,"Multiple linked abilities, one for each listed cost",Only one linked ability regardless of the number of costs,Two linked abilities regardless of how many costs are listed,No linked abilities are created
"When an ability lists multiple additional costs, what must each linked ability specify?",Which specific additional cost it refers to,Whether the ability was activated at all,Which creature the ability belongs to,When the ability was cast
"In the example of Stormscape Battlemage, which ability triggers if it was kicked with its {W} kicker?",The ability that triggers when it was kicked with the {W} kicker,The ability that triggers when it was kicked with the {2}{B} kicker,The ability that triggers on entering the battlefield regardless of kicking,No ability triggers when it is kicked with the {W} kicker
What triggers Stormscape Battlemage’s first ability when it enters the battlefield?,It was kicked with its {W} kicker.,It was kicked with its {2}{B} kicker.,It entered the battlefield without being kicked.,It was kicked with a combination of {W} and {2}{B} kicker.
What triggers Stormscape Battlemage’s second ability when it enters the battlefield?,It was kicked with its {2}{B} kicker.,It was kicked with its {W} kicker.,It entered the battlefield without being kicked.,It was kicked with both kicker costs at the same time.
Which two kicker costs can be paid for Stormscape Battlemage?,Kicker {W} and kicker {2}{B}.,Kicker {W} and kicker {U}.,Kicker {2}{B} and kicker {R}.,Kicker {W}{U}{B} and kicker {2}{B}.
What does it mean when a triggered ability is linked to its kicker ability?,It refers to the specific kicker cost chosen when the spell was cast.,It means the ability will trigger regardless of whether the spell was kicked.,The ability only triggers if the spell was kicked with the cheapest possible kicker cost.,It indicates that the spell can have more than one kicker ability at the same time.
"According to rule 607.2j, how are kicker abilities and their corresponding triggered abilities connected?",Each triggered ability is linked to the specific kicker ability that was used to cast the spell.,All triggered abilities of a spell are linked to the first kicker ability listed on the card.,Kicker abilities are only linked if the spell is cast as a non‑creature.,Triggered abilities and kicker abilities are never linked unless the spell has a cost reduction.
"If a spell has two kicker abilities, how does the game determine which triggered ability fires?",The triggered ability that corresponds to the kicker cost actually paid is the one that fires.,Both triggered abilities fire regardless of the kicker cost paid.,Only the first kicker ability listed on the card can trigger its ability.,Triggered abilities fire only if the spell is cast without any kicker cost.
What does rule 607.2j state about abilities that cause a player to pay an additional variable cost and abilities that refer to that cost when an object is cast?,They are linked.,They cancel each other out.,They must be activated separately.,They are only relevant to creature spells.
