question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
From which part of a player’s deck do they mill cards?,From the top of their library.,From the bottom of their library.,From their graveyard.,From the battlefield.
What does the term “minimum deck size” refer to?,"The smallest number of cards a player's deck must contain, as specified by a rule or effect.",The number of cards you must have in your hand at all times.,The maximum number of cards you can draw in a single turn.,The total number of cards in all decks participating in a game.
What does the keyword ability Miracle allow you to do?,Cast a spell for a reduced cost if it’s the first card you draw in a turn,Make the spell cheaper when cast during your opponent’s turn,Allow you to draw an extra card each turn,Can be used only on instant spells
Under what condition can you use the keyword ability Miracle?,When it’s the first card you draw in a turn,When you have more than seven cards in hand,When you control a creature with flying,When you play a spell during your opponent’s main phase
Which rule governs the keyword ability Miracle?,Rule 702.94,Rule 702.81,Rule 702.101,Rule 702.181
What effect does the keyword ability Mobilize produce when a spell with it is cast?,Creates a number of tapped and attacking red Warrior creature tokens that are sacrificed at the beginning of the next end step.,Creates a number of untapped blue Soldier creature tokens that survive until the next end step.,Creates a number of tapped and blocking green Elf creature tokens that die immediately.,Creates a number of tapped and attacking red Warrior creature tokens that are returned to their owner's hand at the beginning of the next end step.
What defines a spell or ability as modal?,"It has two or more options in a bulleted list preceded by instructions for a player to choose a number of those options, such as “Choose one —.”",It has only a single option.,It lists options but provides no instruction to choose.,It has no options at all.
Which phrase commonly precedes the options in a modal spell or ability?,“Choose one —”,“Select all —”,“Make a decision —”,“Pick up the card —”
Which of the following best defines a modified creature?,"A creature that has a counter on it, is equipped, or is enchanted by an Aura its controller also controls.",A creature that has at least two +1/+1 counters on it.,A creature that has never attacked.,A creature that cannot be tapped.
Which of the following is NOT a condition that can make a creature modified?,The creature is enchanted by an Aura that its controller does NOT control.,The creature has a counter on it.,The creature is equipped with an Equipment card.,The creature is enchanted by an Aura that its controller also controls.
What happens to the monarch at the beginning of their end step?,They draw a card.,They lose all counters on their permanents.,They must pay life equal to the number of creatures they control.,They return all cards in their graveyard to their hand.
What effect does dealing combat damage to the monarch have?,The title of monarch is transferred to the attacking player.,The monarch is exiled from the battlefield.,All creatures the monarch controls become tapped.,The attacking player gains life equal to the damage dealt.
What is the obsolete term that appeared on the type line of artifacts with activated abilities that caused the artifact to become tapped as a cost?,Mono Artifact,Artifact,Eternal Artifact,Flying Artifact
What change was made to cards printed with the text “Mono Artifact” in the Oracle card reference?,"The text was changed to simply “Artifact,” and the tap symbol was added to the ability costs.",The text was removed entirely.,The term was replaced with “Artifact with Activated Tap.”,The term was changed to “Mono Artifact.”
What defines a monocolored object?,An object with exactly one color; colorless objects aren’t monocolored.,An object that can be colored in more than one color.,An object that has no color.,An object that is a basic land.
What is the monstrosity keyword action?,A keyword action that puts +1/+1 counters on a creature and makes it become monstrous.,A keyword that allows a creature to double its power.,A keyword that grants a creature flying.,A keyword that causes a creature to transform.
What does it mean for a creature to be monstrous?,A designation given to a creature whose ability including a monstrosity instruction has resolved.,"A creature that has the ""Monstrosity"" keyword.",A creature that has no abilities.,A creature that can be targeted by a spell.
What does the Monstrosity keyword action do when it resolves?,It puts +1/+1 counters on a creature and makes it become monstrous.,It gives the creature flying and trample.,It allows you to pay for the creature in a different color.,It removes all counters from the creature.
What does the keyword ability Morph allow a player to do when casting a card?,Cast a card face down as a 2/2 creature.,Make a creature fly.,Make a card untapped.,Allow you to pay half its mana cost.
What does a Mountain do?,It allows you to tap to add one red mana to your mana pool.,It gives you a boost of 3 health each turn.,It lets you draw two cards.,It is a creature with power 2/2.
What does the action “Move” do?,It removes a counter from one object and puts it on another object.,It allows you to shuffle your hand into your library.,It moves a creature from the battlefield to the graveyard.,It flips a face‑down card to face up.
What is the tap ability of a Mountain land?,Tap: add {R},Tap: add {G},Tap: add {U},Tap: add {W}
Which basic land type can tap to add red mana?,Mountain,Plains,Island,Swamp
What does the keyword *Move* allow a player to do in Magic: The Gathering?,Move removes a counter from one object and puts it on a different object,Move transfers a card between zones,Move allows a creature to move without paying a cost,Move gives a creature +1/+1
Which rule number describes the keyword *Move*?,122.5,122.6,122.4,122.7
"When the keyword *Move* was originally used for Auras, what keyword was later adopted to replace it?",Attach,Bond,Link,Bind
What term is now used in the Oracle card reference for the action that older cards called “move” with respect to auras?,attach,link,swap,transfer
"In older Magic cards, what term was used to describe the action of an aura attaching to a creature?",move,attach,link,transfer
What does it mean to take a mulligan?,to reject a prospective opening hand in favor of a new one,to discard all of your cards and shuffle the deck again,to draw two extra cards and keep the hand you originally drew,to play a card from your hand immediately after dealing
What is a mulligan?,A rule that lets you replace your opening hand with a new one,A way to discard all of your cards at the start of the game,A method of gaining extra life points during the opening turn,A special card that can be played only in the second turn
What does the term “multicolored” refer to in Magic: The Gathering?,An object that has two or more colors of mana on it; multicolored is not itself a color,A card that can be played by any colorless creature,A special type of mana that is both red and blue at the same time,An ability that allows you to change the color of a creature permanently
Is “multicolored” considered a color in the game’s color system?,"No, multicolored is not a color; it describes objects with more than one color","Yes, it is a new color added in the latest expansion",It is a color only used for artifacts and lands,It is a color that can be used to create hybrid mana symbols
What does the Mutate keyword allow a creature card to do?,It lets a creature card be cast as a mutating creature spell.,It doubles the creature’s power and toughness.,It allows the creature to enter the battlefield with an additional +1/+1 counter.,It grants the creature flying and trample.
What happens when a mutating creature spell resolves?,"It merges with the target creature, producing a creature that has the topmost component’s characteristics and all abilities of the components.",It simply copies the target creature’s abilities without merging.,It creates a copy of the target creature that ignores any other components.,It destroys the target creature and places a new creature onto the battlefield.
What happens when a Mutating Creature Spell resolves?,It merges with the target creature if the target is legal; the resulting creature has the characteristics of the topmost component and the abilities of each component.,The target creature is replaced by the spell’s creature.,The spell disappears from play without affecting any creature.,The spell turns into a non‑creature object that can’t be interacted with.
What characteristics does the resulting creature from a Mutating Creature Spell possess?,All characteristics of the topmost component and all abilities of each component.,"Only the abilities of the topmost component, but no characteristics from other components.",No characteristics or abilities; it becomes an empty placeholder on the battlefield.,It takes on a completely unrelated set of characteristics chosen randomly at resolution.
Which component determines the characteristics of a creature after a mutate merge?,The topmost component,The original creature that was targeted,The first component that was added to the stack,The component that was cast first
"After a mutating creature spell resolves and merges with its target, what does the resulting creature possess?",All characteristics of the topmost component and the abilities of each component,"Only the abilities of the topmost component, but no characteristics from other components","All characteristics of the target creature, but only the abilities of the mutating spell","None of the characteristics or abilities of the merged components, it becomes a blank creature"
Where is a Magic: The Gathering card’s name printed?,In the card’s upper‑left corner.,In the card’s bottom‑right corner.,In the center of the card.,On the card’s back face.
What does “Night” represent in Magic: The Gathering?,"It is a designation the game can have, along with day.",It is a keyword that allows a creature to attack in all directions.,It is a card type used for sorceries.,It is a color of mana.
What is the Nightbound ability?,An ability found on the back faces of some double‑faced cards; cards with daybound and nightbound are face up when it’s day and face down when it’s night.,A keyword that grants creatures flying.,An effect that lets a player cast spells from the graveyard.,A type of enchantment that gives +1/+1 to a creature.
What type of cards feature the keyword ability “Nightbound”?,The back faces of some double‑faced cards.,Only creature cards.,All cards that have a colorless symbol.,Only cards with the “Daybound” ability.
What is a nonmodal double‑faced card in Magic: The Gathering?,A nonmodal double‑faced card is a type of double‑faced card that starts with its front face up and can transform to its back face in some way.,It is a card that has a modal ability.,It is a card that has the supertype “basic.”,It always remains in its front face.
What is considered an Object in Magic?,"An ability on the stack, a card, a copy of a card, an emblem, a token, a spell, or a permanent.",A player’s life total.,A card’s name or mana cost.,The battlefield zone.
Who is considered an opponent in a game of Magic: The Gathering?,Someone a player is playing against.,A creature that attacks you.,The judge overseeing the game.,The card with the highest mana cost.
Which rules provide the definition of an opponent?,Rules 102.2 and 102.3.,Rule 103.5.,Rule 800.2.,Rule 205.4.
What is an Option?,An additional rule or set of rules that can be used in a multiplayer game.,A rule that allows a player to draw an extra card on their turn.,A bonus for winning a multiplayer game.,An ability that lets a creature move twice in a turn.
Where can a card’s Oracle text be found?,In the Gatherer card database at Gatherer.Wizards.com,On the card’s own physical side that lists the artwork,In the rulebook that players receive at tournaments,Inside a player’s deck‑building software by default
What does “Oracle text” refer to in Magic: The Gathering?,The up‑to‑date wording of a card that is tournament‑legal,A hidden message that appears when the card is tapped,The flavor text printed on the card’s reverse side,A list of all the card’s previous printings and their prices
What does the overload keyword ability allow a spell to do?,It allows a spell to affect either a single target or many objects.,It allows a spell to deal damage to all creatures on the battlefield.,It allows a spell to have no mana cost.,It allows a spell to be cast without a target.
What keyword ability allows a spell to affect either a single target or many objects?,Overload,Cascade,Scry,Flash
"Who is considered the owner of a card, permanent, token, or spell in Magic?","The player who, for purposes of the game, a card, permanent, token, or spell belongs to.",The player who first drew the card.,The player who cast the spell.,The player who currently controls the card.
What does the keyword Paired signify about a creature?,It indicates the creature has been affected by a soulbond ability. first_wrong_answer It means the creature can attack twice in a turn. second_wrong_answer It means the creature can block an opponent’s creature. third_wrong_answer It means the creature is attached to another creature.,It means the creature can attack twice in a turn.,It means the creature can block an opponent’s creature.,It means the creature is attached to another creature. 
What does the Partner keyword ability allow in the Commander variant?,Two legendary creatures or planeswalkers can both be your commanders instead of just one.,A single legendary creature can ignore summoning sickness.,You may return a card from your graveyard to your hand each turn.,You may tap a creature to deal 1 damage to any target.
Which cards are eligible to use the Partner ability in Magic: The Gathering?,Only legendary creatures or legendary planeswalkers.,Any creature with flying.,Any card that costs less than three mana.,Any artifact that can be attached to a creature.
What does the “Partner with [name]” specialized version of the Partner ability do?,"It allows two specific cards to enter the battlefield together, even outside of Commander.",It lets you choose a second commander for your deck.,It removes the requirement that both partners be legendary.,It grants an extra mana to your mana pool each turn.
What does the “Partner with [name]” keyword ability allow?,It lets two cards reach the battlefield together even outside of the Commander variant.,It enables a creature to attack twice each turn.,It grants flying to the creature it partners with.,It prevents the creature from being targeted by spells.
Can the “Partner with [name]” ability be used outside the Commander variant?,"Yes, it works even outside of Commander to help two cards reach the battlefield together.","No, it only works in Commander.",Only when both cards are sorceries.,Only during a player’s first turn.
"How many of each of the following creature types can be included in a player's party: Cleric, Rogue, Warrior, and Wizard?",Up to one of each,Up to two of each,Only one type allowed in total,Unlimited number of each
Which creature types are eligible to be part of a player's party in the Commander variant?,"Cleric, Rogue, Warrior, and Wizard","Dragon, Elf, Goblin, and Vampire","Zombie, Angel, Beast, and Dinosaur","Lizard, Elf, Goblin, and Skeleton"
How many of each class can a player's party contain in the game?,"Up to one each of Cleric, Rogue, Warrior, and Wizard.","Up to two each of Cleric, Rogue, Warrior, and Wizard.",Only Cleric and Wizard.,"Up to one each of Cleric, Rogue, Warrior, Wizard, and Sorcerer."
"What does the action ""pass"" mean in gameplay?",It is declining to take any action when you have priority.,It ends the game immediately.,It forces your opponent to skip a turn.,It is a mandatory action that must be taken when you have priority.
When can a player choose to pass?,When they have priority but decide not to take any action.,When they have no mana available.,When they control a creature with flying.,When they have lost a life point.
"What does it mean when all players ""pass in succession""?","All players ""pass in succession"" if each player in the game, starting with any one of them, opts not to take an action upon receiving priority.",All players must cast a spell at once.,Players may pass only at the beginning of the game.,Players can pass any time during combat.
What does it mean to pay a cost in the game?,It often means spending resources such as mana or life.,It means sacrificing a creature.,It means putting a card into your graveyard.,It means tapping all of your lands.
What is a permanent?,A card or token on the battlefield.,A card in your hand that cannot be played.,A spell that resolves instantly.,An effect that lasts only one turn.
What is a permanent spell?,A spell that will enter the battlefield as a permanent as part of its resolution.,A spell that cannot be countered.,A spell that resolves without entering the battlefield.,A spell that can only be cast during your upkeep.
What is a permanent card?,A card that could be put onto the battlefield.,A card that is always in the graveyard.,A card that cannot be cast from the hand.,A card that cannot be tapped.
What does the obsolete term “Permanently” refer to?,An obsolete term indicating a continuous effect that has no duration.,An effect that lasts until the end of the turn.,An effect that ends when the source leaves the battlefield.,An effect that only lasts during a single combat phase.
What is a Permanent Spell?,A spell that will enter the battlefield as a permanent as part of its resolution.,A spell that can only be cast during the opponent's turn.,A spell that has a cost of zero mana.,A spell that is always countered by a counterspell.
Under which rule does the definition of Permanent Spell appear?,Rule 110.4b.,Rule 118.,Rule 110.4a.,Rule 210.
What does it mean for a permanent to phase out?,It changes from phased in to phased out and is treated as though it does not exist,It is removed from the battlefield,It goes to the graveyard,It becomes tapped
What are the two possible phasing statuses a permanent can have?,Phased in and phased out,Active and inactive,Tapped and untapped,In play and out of play
"In older versions of Magic: The Gathering rules, what was “phased‑out” considered?",A zone,A card type,A keyword ability,A special type of land
What does a Phyrexian mana symbol allow a player to do when paying a cost?,Pay the cost by spending colored mana or by paying life.,Pay the cost only by spending colored mana.,Pay the cost by sacrificing a creature.,Pay the cost by discarding a card.
What does the Phyrexian symbol represent in rules text?,Any of the five Phyrexian mana symbols.,"A specific color of mana (red, blue, green, white, or black).",The ability to exile a card from play.,The requirement to tap a permanent before casting a spell.
What does the Phyrexian Mana Symbol represent?,It represents a cost that can be paid either by spending colored mana or by paying life.,It represents a cost that can be paid only by spending colored mana.,It represents a cost that can be paid only by paying life.,It represents a cost that can be paid by drawing cards.
"In rules text, what does the Phyrexian Symbol represent?",Any of the five Phyrexian mana symbols.,Any colored mana symbol.,Any colorless mana symbol.,Any special ability that allows life payment.
What does a Pile refer to?,A temporary grouping of cards.,A permanent grouping of cards.,A sideboard of cards.,A deck of cards.
What did the term “Placed” previously refer to?,A counter being placed on a permanent.,A card being placed in a player's hand.,A card being placed on the battlefield.,A counter being removed from a permanent.
What ability does a Plains land possess?,{T}: Add {W}.,{T}: Add {U}.,{T}: Add {B}.,{T}: Add {R}.
Which mana symbol is produced when you tap a Plains?,W.,U.,B.,R.
What is the minimum number of plane cards required to build a planar deck?,Ten.,Five.,Fifteen.,Twenty.
What casual variant of Magic requires a planar deck?,Planechase.,Standard.,Modern.,Commander.
What is a Planar Deck?,A deck of at least ten plane cards needed to play the Planechase casual variant.,A collection of exactly ten land cards used in Standard.,A set of cards from any format used in Commander.,A deck that contains only Planeswalker cards.
What is a Planar Die?,A specialized six‑sided die needed to play the Planechase casual variant.,A special die used only in drafting.,A die used for rolling combat damage in combat.,A die that has no faces.
How many plane cards are required in a Planar Deck?,At least ten.,Eight.,Five.,Unlimited.
What is the size of the die used in Planechase?,Six sides.,Four sides.,Eight sides.,No sides.
What is a Planar Die?,A specialized six‑sided die needed to play the Planechase casual variant.,A standard die used in most Magic card games.,A card that represents a plane.,A token used to resolve combat.
How many sides does a Planar Die have?,Six.,Four.,Eight.,Ten.
What is a Plane card in the Planechase casual variant?,A card type seen only on nontraditional Magic cards in the Planechase casual variant; a Plane card is not a permanent.,A permanent that can be played like a creature.,A card that can be cast as an instant.,A basic land that enters the battlefield tapped.
Can a Plane card be treated as a permanent in a game of Planechase?,"No, a Plane card is not a permanent.","Yes, it becomes a permanent when it enters the battlefield.",It is treated as a creature until end of turn.,It can be tapped like a land.
What is the effect of performing a planeswalk during a Planechase game?,"Move each face‑up plane or phenomenon card to the bottom of its owner’s planar deck face down, then take the top card of that deck, turn it face up, and play it.",Sacrifice all of your planeswalkers and draw five cards.,Search your library for a plane card and put it onto the battlefield.,Deal damage equal to the number of planes in play to each opponent.
What is a planeswalker type?,A subtype correlated to the planeswalker card type.,a subtype that determines a creature’s special abilities.,a new card type that can only be used in specific formats.,an ability that lets a planeswalker return to hand at the end of the turn.
Which rule section lists the planeswalker types?,Rule 205.3j.,"Rule 306, “Planeswalkers.”","Rule 107.11, “Planeswalker Symbol.”","Rule 701.31, “Planeswalk.”"
What was the planeswalker uniqueness rule?,It required that a player who controlled two or more planeswalkers of the same type must put all but one of those planeswalkers into their owners’ graveyards.,It forced all planeswalkers of the same type to be on the battlefield simultaneously.,It allowed a player to have unlimited planeswalkers of the same type.,It had no effect on gameplay.
Is the planeswalker uniqueness rule still in effect in current Magic rules?,"No, it has been removed and is no longer part of the rules.","Yes, it is still in effect.",It only applies to limited‑edition sets.,It only applies to players who control more than three planeswalkers.
What did the planeswalker uniqueness rule require when a player controlled two or more planeswalkers of the same type?,It required that all but one of those planeswalkers be put into their owners’ graveyards.,It allowed the player to keep all the planeswalkers on the battlefield.,It required that the planeswalkers be returned to the hand instead of the graveyard.,It made the planeswalkers untappable.
Does the planeswalker uniqueness rule still exist in the current Magic: The Gathering rules?,"No, it no longer exists.","Yes, it still exists.","Yes, but only in certain formats.","Yes, but only for the Commander format."
What does it mean to play a card in Magic?,"It means playing that card as a land or casting it as a spell, whichever is appropriate.",It means immediately discarding the card from your hand.,It means moving the card into the command zone.,It means forcing the opponent to draw a card.
"When you play a card, what are the two options you can take?",Play the card as a land or cast it as a spell.,Put the card into your graveyard.,Transfer the card to your opponent’s hand.,Place the card face‑down in your library.
What was the former terminology for the action now referred to as casting a spell?,Playing a spell,Playing a land,Playing an activated ability,Playing an effect
What is the correct terminology for the action of using an activated ability in Magic: The Gathering?,Activating an activated ability,Casting an activated ability,Playing an activated ability,Summoning an activated ability
What is the battlefield?,The zone where permanents are placed during play.,The zone where players draw cards from.,The zone where the game ends.,The zone where spells are cast from.
What was the battlefield formerly called?,In‑play zone.,Deck zone.,Graveyard zone.,Exile zone.
What does the phrase “in play” refer to in Magic: The Gathering?,The battlefield,The hand,The graveyard,The library
What does the keyword ability Plot allow a player to do?,exiles cards from their hand and casts them without paying their mana cost on future turns.,grants the player a second draw phase each turn.,makes the player untap all permanents on the battlefield.,lets the player skip their next upkeep step.
What does it mean for a card to be plotted?,it is a card that has been exiled using the plot special action and can be cast for free later.,it is a card that has been removed from the game permanently.,it is a card that has been placed on the battlefield under the opponent's control.,it is a card that has been returned to the owner's hand from the graveyard.
"In the context of Magic: The Gathering, what defines a Player?",one of the people participating in the game.,a creature with a power and toughness of zero.,a card that belongs to the opponent's deck.,a permanent that has the ability deathtouch.
What does the keyword ability *Plot* allow a player to do?,Exile cards from their hand and cast them later without paying their mana cost.,Draw an additional card each turn.,Deal damage to an opponent equal to the number of cards in their graveyard.,Tap an opponent’s creature without paying its mana cost.
What does it mean for a player to be poisoned?,Having one or more poison counters.,Having zero poison counters.,Having a +1/+1 counter.,Having a life total of 10 or less.
What did the term “Poly Artifact” refer to in Magic: The Gathering?,An obsolete term for artifacts with activated abilities that didn’t require the artifact to be tapped as a cost.,A type of artifact that can only be activated by tapping.,A keyword ability that allows a creature to copy itself.,An artifact that can be cast by paying life instead of mana.
What does the keyword action 'Populate' do?,Creates a copy of a creature token you control.,Summons a new creature token from your deck.,Destroys an opponent’s creature token.,Removes a creature token from play.
When does the Postcombat Main Phase occur?,After the combat phase.,During the upkeep step.,During the main phase before combat.,At the beginning of the game.
What is a creature’s power?,"The first number in its power/toughness pair, printed before the slash.",The number of abilities the creature has.,The amount of damage a creature can deal per turn.,The creature’s level.
What is a Powerstone token?,A colorless artifact token that taps for one colorless mana.,A creature token with +1/+1 counters.,An enchantment token that grants +2/+0.,A land token that can be sacrificed for mana.
What is a characteristic that only creatures have?,Power,Toughness,Card type,Mana value
What token is a colorless artifact token with the ability “{T}: Add {C}.”?,Powerstone token,Silvercoat Lion token,Goblin token,Wurm token
What limitation applies to the mana produced by a Powerstone token?,It can’t be spent to cast a nonartifact spell,It can be spent on any spell,It can only be used to cast artifact spells,It can be used to pay life costs
What limitation applies to the mana produced by a Powerstone token?,It can’t be spent to cast a nonartifact spell.,It can be used to cast any instant spell.,It can be spent to pay the cost of any sorcery.,It can be used to cast creature spells only.
What is the first main phase of a turn called?,Precombat Main Phase,Combat Phase,Postcombat Main Phase,First Combat Phase
What does the word “prevent” indicate in a prevention effect?,It indicates what damage will not be dealt.,It indicates damage that will be dealt.,It indicates damage that will be doubled.,It indicates damage that will be redirected.
What does the keyword *Prize* do?,It gives an additional reward for visiting certain attractions.,It allows a creature to attack twice in a turn.,It doubles the mana cost of a spell.,It provides protection against targeted attacks.
What is the effect of *proliferate*?,It gives an additional counter to any number of players and/or permanents of each kind they already have.,It removes one counter from all permanents.,It deals damage equal to the number of counters.,It shuffles the deck and draws a card.
What does the keyword *Protect* do?,It prevents a creature from being targeted or dealt damage by spells or abilities that a specific opponent controls.,It gives the creature an extra counter.,It allows the creature to attack twice.,It makes the creature untappable.
What is the role of a *Protector* in a battle?,They protect that battle.,They determine the winner of the battle.,They decide the starting player.,They are the one who pays the battle costs.
What does the Proliferate keyword ability allow a player to do?,Give an additional counter to any number of players and/or permanents of each kind they already have.,Remove all counters from a permanent.,Allow a creature to attack twice each turn.,Grant a creature flying if it already has a counter.
What is the Protection keyword ability?,It provides a range of benefits against objects with a specific quality.,It lets a creature ignore the summoning sickness.,It allows you to tap an opponent’s land for mana.,It gives the creature flying.
Which keyword ability in Magic: The Gathering provides a range of benefits against objects with a specific quality?,Protection,Haste,Lifelink,Trample
What is protection in Magic: The Gathering?,A keyword ability that provides a range of benefits against objects with a specific quality.,A keyword ability that allows a creature to fly.,An ability that lets a player exile a card from the battlefield.,A mechanic that grants a creature double strike.
What is a prototype card?,Cards with a two‑part card frame (one part of which is inset under the type line) on a single card.,Cards that can be played as both a land and a creature.,Cards that have a special “morph” ability allowing them to be played face down.,Cards that are only playable by players with a “prototype” status.
What is provoke in Magic: The Gathering?,A keyword ability that can force a creature to block.,An ability that allows a creature to ignore summoning sickness.,A mechanic that lets a player cast a spell for free if they control a certain type of creature.,A rule that forces all creatures to attack each combat.
What distinguishes a prototype card from a regular card in Magic: The Gathering?,"It has a two‑part card frame, with one part inset under the type line.","It has a single, thicker frame.",It can only be played during the main phase.,It cannot have a mana cost.
Which rule number defines prototype cards?,718,702.160,702.39,702.108
What effect does the keyword ability Prowess have on a creature?,It gives the creature +1/+1 until end of turn whenever its controller casts a non‑creature spell.,It allows the creature to block twice per combat.,It doubles the creature’s power and toughness permanently.,It grants flying to the creature.
Which keyword ability causes a creature to receive +1/+1 each time its controller casts a non‑creature spell?,Prowess,Lifelink,First Strike,Deathtouch
What does the keyword ability Prowl allow a player to do?,Allows a spell to be cast for an alternative cost.,Lets a creature attack without untapping.,Grants a creature the ability to block two creatures at once.,Has no effect if the spell is a creature spell.
Which description best fits a Public Zone?,A zone in which all players can be expected to see the cards’ faces.,A zone that only the controller can see.,A zone that contains only artifact cards.,A zone that disappears after a turn.
What characterizes a public zone in Magic: The Gathering?,A zone in which all players can be expected to see the cards’ faces.,A zone that only the controller can see.,A zone where cards are shuffled into the library.,A zone that disappears after the turn ends.
What effect does a rad counter have on its bearer at the beginning of each pre‑combat main phase?,"The bearer mills cards, loses 1 life, and removes one rad counter for each non‑land card milled.",The bearer draws a card and gains 2 life.,The bearer may cast a spell for free.,The bearer taps all creatures they control.
What happens when a rad counter causes a player to mill cards at the beginning of their pre‑combat main phase?,"The player mills cards, loses 1 life, and removes one rad counter for each nonland card milled.",The player draws a card and gains two life.,The player discards a card and gains a rad counter.,The player taps all creatures and loses 3 life.
How many rad counters are removed for each nonland card that a player mills?,One rad counter is removed for each nonland card milled.,Two rad counters are removed for each nonland card milled.,No rad counters are removed.,All rad counters on the battlefield are removed.
During which phase does a rad counter’s effect trigger?,The beginning of the pre‑combat main phase.,The beginning of the upkeep step.,The start of the combat phase.,The beginning of the draw step.
What happens when a creature with the keyword ability Ravenous enters the battlefield?,"The creature enters with X +1/+1 counters, and you draw a card if X is 5 or more.",The creature deals damage to the opponent equal to X.,The creature gains flying if X is 5 or more.,The creature cannot be blocked by any creature.
What effect does the keyword ability Reach give to a creature?,The creature can block an attacking creature with flying.,The creature can attack flying creatures.,The creature ignores combat damage from flying creatures.,The creature cannot be blocked by creatures without flying.
What ability allows a creature to block an attacking creature with flying?,Reach,Flying,Trample,First‑strike
What does the Reach ability allow a creature to do?,Block an attacking creature with flying,Attack a creature with flying,Block a creature without flying,Destroy a creature with flying
What does the Read Ahead ability allow a controller of a Saga to do?,Choose which chapter the Saga starts on,Skip all previous chapters of the Saga,Read the next chapter after the current one,Summon a creature from the Saga
"What does the keyword ability ""Read Ahead"" allow a Saga’s controller to do?",allow the controller to choose which chapter the Saga starts on,trigger the Saga’s first ability immediately after it is cast,give the Saga flying until it is discarded,grant the Saga a +1/+1 counter each time it is played
What ability allows an instant or sorcery spell to be cast a second time?,Rebound,Flashback,Resurrection,Rewind
What ability lets an Equipment creature temporarily stop being a creature and become attached to another creature?,Reconfigure,Equip,Tether,Mimic
What is the effect of the keyword ability *Reconfigure*?,It allows an Equipment creature to temporarily stop being a creature and become attached to another creature.,It lets a player return a card from their graveyard to their hand.,It allows an instant or sorcery spell to be cast a second time.,It indicates a redirection effect on older cards.
Which keyword ability lets an Equipment creature temporarily stop being a creature and become attached to another creature?,Reconfigure,Rebound,Recover,Redirect (Obsolete)
"What do the updated Oracle card references state about damage that would normally be dealt to a creature, planeswalker, or player on redirect cards?",damage that would be dealt to one object or player is dealt “instead” to another.,damage is doubled and then split between two objects.,damage is ignored and the object receives healing.,the damage is reflected back to the attacker.
"Which term describes a replacement effect that causes damage that would be dealt to one creature, planeswalker, or player to be dealt instead to another creature, planeswalker, or player?",Redirection Effect,Redirect Effect,Damage Transfer,Shift Damage
"What keyword was used in older cards to indicate a redirection effect, before it was made obsolete?",Redirect (Obsolete),Redirecting,Re-redirect,Shift
What is a Redirection Effect?,"A replacement effect that causes damage that would be dealt to one creature, planeswalker, or player to be dealt instead to another creature, planeswalker, or player.",An effect that increases the damage a creature deals to its target.,An ability that prevents any damage from being dealt during combat.,A spell that instantly destroys the creature being damaged.
"Which type of effect causes damage that would be dealt to one creature, planeswalker, or player to be dealt instead to another creature, planeswalker, or player?",A Redirection Effect (a replacement effect).,A combat trigger that modifies damage.,A static ability that grants +1/+1 to a creature.,An instant spell that deals damage to a target.
What is the purpose of the Regenerate keyword ability?,It replaces a permanent’s destruction with an alternate sequence of events.,It grants the permanent +1/+1 counters.,It makes the permanent untapped.,It gives the permanent flying.
Which type of event can Regenerate replace?,The destruction of a permanent.,The attack of a creature.,The block of a creature.,The life loss of a player.
What is reminder text?,"Parenthetical text in italics in the text box of a card that summarizes a rule that applies to that card, but is not actually rules text and has no effect on play.",A mandatory rule that every card must follow.,A set of instructions that tell players how to cast the card.,Text that can be used to replace the card’s ability with another ability.
What happens to a permanent that is removed from combat?,It has no further involvement in that combat phase.,It dies immediately.,It becomes tapped.,It is exiled.
What is the obsolete term for exile?,Remove from the game.,Return to hand.,Put into graveyard.,Place on the battlefield.
What zone is referred to by the obsolete term “removed‑from‑the‑game zone”?,Exile zone.,Library.,Graveyard.,Hand.
What is the modern term for the action that was formerly called “remove from the game”?,Exile,Ban,Destroy,Shuffle
What zone is referred to as the “removed‑from‑the‑game zone” in older terminology?,Exile zone,Graveyard,Battlefield,Library
Which rule number in the Comprehensive Rules deals with the exiling of permanents?,506.4,207.2,506.2,506.5
What is a replacement effect?,A kind of continuous effect that watches for a particular event that would happen and completely or partially replaces that event with a different event.,A temporary effect that grants a creature flying for a single turn.,An ability that allows a player to pay mana to shuffle cards back into the library.,A spell that duplicates all permanents on the battlefield.
Which type of effect watches for a particular event and replaces it with a different event?,A replacement effect.,A triggered ability.,An activated ability.,A static ability.
What does a requirement do?,An effect that forces one or more creatures to attack or block.,It grants a creature haste.,It allows a creature to block twice.,It gives a creature first strike.
Which type of effect forces creatures to attack or block?,A requirement.,A replacement effect.,A trigger.,A static effect.
What does an effect that forces one or more creatures to attack or block do?,It forces one or more creatures to attack or block.,It prevents creatures from attacking or blocking.,It creates new creatures.,It gives creatures extra power.
What happens when a spell or ability on top of the stack resolves?,its instructions are followed and it has its effect,it is discarded without effect,it returns to the stack for the next turn,it causes the player to lose a life
What is Respond?,It allows a player to cast an instant spell or activate an ability while another spell or ability is already on the stack.,a creature is allowed to attack twice per turn,a player draws two cards when casting a spell,all opponents must discard a card
What is Restriction?,It is an effect that prevents one or more creatures from attacking or blocking.,creatures ignore damage from combat,the player may sacrifice a creature to attack,creatures gain the ability to fly
