question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
What happens to abilities that trigger when a permanent enters the battlefield if that permanent is turned face‑up from face‑down?,"They don’t trigger or have any effect, because the permanent has already entered the battlefield.",They trigger normally once the permanent is turned face‑up.,"They trigger twice, once when it entered and once when it turns face‑up.",They replace the face‑down ability until the permanent is turned face‑up.
Why don’t abilities that would trigger when a permanent enters the battlefield trigger when the permanent is turned face‑up from face‑down?,Because the permanent has already entered the battlefield.,Because the ability is lost when the permanent is turned face‑down.,Because the ability is considered a new trigger that activates after the turn.,Because the face‑up state is treated as a separate card with no connection to the original.
"When a face‑down permanent or a face‑down component of a merged permanent moves from the battlefield to any other zone, what must its owner do?",The owner must reveal the permanent to all players as it moves.,The permanent must be turned face‑up before it leaves the battlefield.,Nothing special occurs; the permanent remains hidden until it enters a new zone.,The permanent is discarded without being revealed.
"When a player leaves the game, what must be done with that player's face‑down permanents, face‑down components of merged permanents, and face‑down spells?",They must be revealed to all players.,They are exiled immediately.,They remain face‑down until the game ends.,They are automatically transferred to the active player's control.
"At the end of each game, what must be done with all face‑down permanents, face‑down components of merged permanents, and face‑down spells?",They must be revealed to all players.,They are destroyed immediately.,They are moved to the exile zone.,They are returned to their owners’ hands.
"To whom must all face‑down permanents, face‑down components of merged permanents, and face‑down spells be revealed at the end of a game?",All players.,Only the game’s active player.,Only the owner of the card.,No one; they remain face down.
What determines the characteristics of a permanent when it is turned face‑down?,The characteristics listed by the ability or rules that allow it to be turned face‑down.,It takes the characteristics of the permanent it copies.,It has no characteristics while face‑down.,It adopts the characteristics of the controller who turned it face‑down.
"When a spell or ability instructs a player to reveal a face‑down permanent, which characteristics are used?",The characteristics of that object ignoring any continuous effects that may be applying to it.,The characteristics of that object including all continuous effects that may be applying to it.,The characteristics of the object before it was turned face‑down.,No characteristics are used; the object remains generic.
How many cards does a player count as drawn when they draw a split card?,One,Two,Three,Zero
How many cards does a player count as discarded when they discard a split card?,One,Two,Three,Zero
"When a player casts a split card, when must they decide which half to cast?",before putting it onto the stack,after the spell resolves,when the spell is on the stack,when the card is drawn
What must a player do before putting a split card onto the stack?,choose which half of the split card to cast,declare the spell’s target,pay the spell’s mana cost,place the spell onto the battlefield
"When a player chooses to cast a split card, which portion of the card is evaluated to determine if it can be cast?",the chosen half,the other half,both halves,none of the halves
"While a split card is on the stack, which characteristics are considered to exist?",only those of the half being cast,the characteristics of both halves,only the characteristics of the other half,no characteristics at all
"When a split card is cast, how are the characteristics of the half that isn’t being cast treated while the card is on the stack?",They are treated as though they didn’t exist.,They are frozen and cannot be changed.,They remain unchanged but cannot be used.,They are duplicated onto the other half.
"When an effect creates a copy of a split card, what does the copy retain?",The copy retains the characteristics of the two halves separated into the same two halves as the original card.,The copy merges the two halves into a single card with combined characteristics.,The copy loses all characteristics of the halves and becomes an empty card.,The copy gains a new third half that is not present on the original card.
Which of the following best describes what can happen when a split card is cast from a copy?,"The copy is treated as if it were the original split card, with its two halves unchanged.",The copy automatically becomes a single‑card spell that can be cast from the stack.,The copy must be split again into three new halves before it can be cast.,The copy cannot be cast at all because it lacks the original card’s name.
"When a split card is in any zone other than the stack, how are its characteristics determined?",Its characteristics are those of both halves combined.,Only the characteristics of the first half apply.,Only the characteristics of the second half apply.,The card has no characteristics until it is on the stack.
How many names does each split card have?,two names,one name,three names,no names
"If an effect instructs a player to choose a card name and the player wants to choose a split card’s name, what must the player do?",Choose one of the split card’s two names and not both,Choose both names at the same time,Create a new third name for the card,Ignore the instruction and choose a different card
"When an object has the chosen name that matches one of a split card’s names, what does that mean for the object?",The object has the chosen name,The object is considered two separate objects,The object loses its other name,The object becomes a different card entirely
"When an effect asks a player to choose a card name and the player has a split card, how many names must the player choose?","One name, not both.",Both names.,No name.,Any name from any card.
"When an effect asks you to choose a card name and you select one of a split card’s names, what is the object's name?",It has the chosen name if one of its names is the chosen name.,It has both names.,It has no name.,It has a completely different name.
"When an effect instructs you to choose a card name for a split card, can you choose both of its names?","No, you must choose one of those names, not both.","Yes, you can choose both names.",You can choose one name now and the other later.,You must choose neither name.
How is the mana cost of a split card determined?,It is the combined mana costs of its two halves.,It is the larger of the two halves’ individual costs.,It is the lower of the two halves’ individual costs.,It is a random value chosen at the beginning of the game.
From what is a split card’s color identity and mana value derived?,From its combined mana cost.,From the color identity of each half separately.,From the sum of the mana symbols on the front of the card.,From the mana cost of only the first half.
"When an effect refers to the symbols in a split card’s mana cost, how are those symbols treated?",As separate symbols rather than as a single combined cost.,As a single symbol equal to the total cost of both halves.,As a group that can be paid with any combination of mana.,"As irrelevant, because split cards have no mana cost."
What are the colors of Assault//Battery?,red and green,red only,green only,blue and black
What is the combined mana value of Assault//Battery?,5,4,6,7
What is the mana value of the Assault side when it is cast?,1,2,3,4
What color does the Assault side become when it is cast?,red,green,blue,black
What is the mana value of the spell *Assault* after it is cast?,1,3,4,5
How does an effect that refers specifically to the symbols in a split card’s mana cost interpret that cost?,"It looks at each individual symbol separately, not the whole cost as a single value.",It sums the numeric values of all symbols.,It treats the entire cost as one block.,It ignores the symbols entirely.
"Which mana symbol appears twice in *Fire//Ice* as detected by an effect like that of Jegantha, the Wellspring?",{1},{2},{U},{R}
How many {1} mana symbols does Fire//Ice contain in its mana cost?,two,one,three,none
Which split card has the same mana cost as Steam Augury and contains two {1} mana symbols?,Fire//Ice,Steam Augury,"Jegantha, the Wellspring",Assault//Battery
How does a split card indicate its card types and abilities?,Each half of the card specifies its own card types and contains the abilities relevant to that half in its text box.,Both halves share a single card type line and a combined ability list.,"Only one half contains a card type line, while the other half has no type information.",Split cards do not have any abilities listed on either half.
Where can you find the abilities of a split card?,In the text box of each individual half of the card.,"Only on the front side of the card, outside of the text boxes.",In a separate supplemental rulebook not printed on the card.,Abilities are not included on split cards at all.
What determines the characteristics of a fused split spell when it is on the stack?,They are those of its two halves combined.,They are determined by the higher mana cost of the two halves.,They are chosen randomly by the game when the spell resolves.,They are set by the player who casts the spell.
"What does a split permanent with a shared type line do when its left half is not ""unlocked""?","It does not have the name, mana cost, or rules text of that object's left half.",It still has the left half’s mana cost but not its rules text.,It loses only the name of the left half but keeps the mana cost.,It is treated as two separate permanents on the battlefield.
What do the two static abilities represented by a shared type line on a split permanent do on the battlefield?,"They control whether the permanent shows the name, mana cost, or rules text of each half depending on whether that half is ""unlocked.""",They grant the permanent the ability to split during combat.,They determine the color identity of each half of the permanent.,They trigger whenever a creature deals combat damage to a player.
"When a permanent that is a split card with a shared type line does not have the “left half unlocked” designation, which of the following statements is true about its left half?","It does not have the name, mana cost, or rules text of that left half.",It keeps the name and mana cost but loses the rules text of the left half.,It keeps the rules text but has no name or mana cost for the left half.,The left half remains unchanged regardless of the designation.
What are the two static abilities that govern a split card with a shared type line?,"“As long as this permanent doesn’t have the ‘left half unlocked’ designation, it doesn’t have the name, mana cost, or rules text of its left half” and “As long as this permanent doesn’t have the ‘right half unlocked’ designation, it doesn’t have the name, mana cost, or rules text of its right half.”","This permanent always has both halves’ names and costs, but no rules text until it is unlocked.",Each half gains its own unique abilities once the card is played.,The permanent loses both halves’ names and costs when it is tapped.
Which of the following is included in a split card’s copiable values?,The existence of each half of the card and whether a characteristic belongs to the left or right half.,Only the shared type line of the card.,The color of each half but not its existence.,The card’s artwork and flavor text.
What does rule 709.5a say about split cards with a shared type line?,Each half of a split card with a shared type line shares the types and subtypes listed on that card’s shared type line.,It is not true that each half has its own unique types and subtypes.,It is not true that only one half carries the types and subtypes while the other does not.,It is not true that the halves share the name but not the types or subtypes.
Do split cards that have a shared type line have separate types for each half?,"No, each half shares the types and subtypes listed on the shared type line.","Yes, each half has its own distinct types and subtypes.",Only the left half carries the types and subtypes; the right half has none.,"Each half shares only the name, not the types or subtypes."
"What is part of the copiable values of a split card with a shared type line, even if that card is a spell on the stack?",The existence of each half of the object,The card’s mana cost,The card’s flavor text,The card’s power and toughness
"Which rule specifies that the existence of each half of a split card is part of its copiable values, even if the card is a spell on the stack?",Rule 709.5b,Rule 709.3b,Rule 709.5c,Rule 709.5a
What does it mean for a particular half of a permanent to be “unlocked”?,It has the appropriate unlocked designation.,It is the left side of the permanent.,It was cast as a spell.,It has no summoning sickness.
Which designations indicate that a half of a permanent is “unlocked”?,“Left half unlocked” and “right half unlocked.”,“Fully unlocked” and “half unlocked.”,“Left half locked” and “right half locked.”,“Unlocked” and “Locked.”
"What does it mean when a half of a permanent is ""locked""?",It does not have the appropriate unlocked designation.,The half is active and can attack.,The half is removed from the battlefield.,The half is frozen and cannot change.
"How does a half of a permanent become ""unlocked""?",It is cast as a spell for that specific half.,It shares the same name as another permanent.,It has a higher mana cost than the other half.,It remains on the battlefield for more than one turn.
When does a permanent’s left half receive the “unlocked” designation upon entering the battlefield?,If its left half was cast as a spell.,If its right half was cast as a spell.,If the permanent has no shared type line.,If the permanent was tapped when it entered.
When does a permanent’s right half receive the “unlocked” designation upon entering the battlefield?,If its right half was cast as a spell.,If its left half was cast as a spell.,If the permanent has a shared type line.,If the permanent was enchanted when it entered.
"If neither half of a permanent was cast as a spell before it entered the battlefield, what designation does it have?",Neither half is unlocked; it enters with no unlocked designation.,Both halves are unlocked automatically.,Only the left half is unlocked.,Only the right half is unlocked.
"If both halves of a permanent were cast as spells, what designations will it enter the battlefield with?",Both halves are unlocked.,Only the left half is unlocked.,Only the right half is unlocked.,Neither half is unlocked.
What designation does a right half of a permanent with a shared type line receive when it was cast as a spell?,right half unlocked designation,left half unlocked designation,both halves locked designation,no designation at all
What happens when a player unlocks half of a permanent?,"The player chooses a locked half of that permanent, and that permanent receives the appropriate unlocked designation.",The player pays an additional mana cost to resurrect the permanent.,The permanent is removed from the battlefield entirely.,The permanent is sacrificed to a creature.
Under what circumstances can a player take the action to unlock half of a permanent?,Any time the player has priority and the stack is empty during a main phase of their turn.,Only during their opponent’s combat phase.,Only after a creature has attacked.,Only when the permanent is in the graveyard.
What action must a player perform to lock half of a permanent?,choose an unlocked half of the permanent and lock it,sacrifice the permanent to the graveyard,pay an additional mana cost equal to its power,transform the permanent into a different creature type
"When a player locks half of a permanent, what does the permanent lose?",the appropriate unlocked designation,all its abilities until the next upkeep,its tapped status,its remaining life total
"Before a player can lock half of a permanent, which part of that permanent must they choose?",an unlocked half of the permanent,the permanent’s name text,the entire permanent itself,an opponent’s permanent in play
How does a player lock a half of a permanent?,By choosing an unlocked half of that permanent and making it lose the appropriate unlocked designation.,By tapping the permanent.,By sacrificing another creature.,By casting a spell that destroys the permanent.
What happens to a half of a permanent when it is locked?,It loses the appropriate unlocked designation.,It gains the ability to block twice as many times.,It becomes tapped and cannot attack.,It is returned to its owner's hand.
What happens when a player unlocks a particular half of a permanent?,Abilities that trigger on unlocking that half activate,The permanent gains flying,It becomes indestructible,It deals 3 damage to each opponent
Which abilities trigger when a player unlocks a particular half of a permanent?,Abilities that trigger when that half is given the unlocked designation,Abilities that trigger when a creature becomes tapped,Abilities that trigger when a player gains life,Abilities that trigger when a card is shuffled into a library
"What triggers an ability that requires a permanent with a shared type line to be ""fully unlocked""?","It triggers when that permanent has one of the two unlocked designations and gets the other, or when it has neither designation and gains both.",It triggers only when the permanent first enters the battlefield.,It triggers when the permanent is tapped for an ability.,It triggers only when the player pays a cost.
"In the context of a permanent with a shared type line, what does it mean to be ""fully unlocked""?",It means the permanent has both unlocked designations.,It means the permanent has only one unlocked designation.,It means the permanent has no unlocked designation.,It means the permanent is in the graveyard.
When does an ability that triggers on a permanently “fully unlocked” permanent activate?,"It triggers when that permanent has one of the two unlocked designations and receives the other, or when it has neither designation and gains both.",Only when the permanent enters the battlefield regardless of its designations.,Only when the permanent has no designations at all.,When the permanent is tapped.
What do flip cards have on a single card?,a two‑part card frame,a single card frame,two separate cards,a three‑part card frame
What does the text that appears right side up on a flip card define?,the card’s normal characteristics,the card’s alternate characteristics,the cost to flip the card,the card’s flavor text
What appears upside down on a flip card?,additional alternative characteristics,the card’s normal characteristics,the card’s back design,the card’s rulings text
Which information is displayed on the top half of a flip card?,"normal name, text box, type line, power, and toughness","alternative name, alternative text box, alternative type line, alternative power, and alternative toughness","card back, flip ability, alternate artwork, and mana cost",none of the above
Which information is displayed on the bottom half of a flip card?,"alternative name, text box, type line, power, and toughness","normal name, text box, type line, power, and toughness","card back, flip ability, alternate artwork, and mana cost",none of the above
What does the text box of a flip card usually contain that can cause the permanent to flip?,An ability that triggers under certain conditions to flip the card,A requirement for the owner to pay an additional mana cost when the card is first played,A static ability that grants the permanent extra power while it remains on the battlefield,A flavor text that describes the card’s lore
What condition must be met for a flip card’s permanent to flip?,The ability in its text box must resolve and its conditions must be satisfied,The permanent must be tapped at the beginning of the upkeep,All players must agree to flip the card during a vote,The permanent must be in a graveyard and then returned to the battlefield
Which characteristics are listed on the bottom half of a flip card?,"alternative name, text box, type line, power, and toughness","mana cost, power, toughness, and ability to be countered","the card’s normal name, text box, type line, power, and toughness",a unique keyword ability that triggers on the battlefield
Under what circumstances are the characteristics of the bottom half of a flip card used?,only when the permanent is on the battlefield and flipped,whenever the card is in a player’s hand,when the permanent is tapped or untapped,only if the permanent has been exiled and returned to play
"When a flip card is in a zone other than the battlefield, what characteristics does it have?",It has only the normal characteristics of the card.,It has both normal and alternative characteristics.,It has no characteristics.,It has only the alternative characteristics.
"Once a flip card has flipped, which of its characteristics are replaced by alternative versions?","Its normal name, text box, type line, power, and toughness.",Its casting cost and mana symbols.,Its flavor text and rulings.,Its set symbol and collector number.
"If a flip card has not yet flipped on the battlefield, which characteristics does it exhibit?",Only its normal characteristics.,Only its alternative characteristics.,Both normal and alternative characteristics.,None of its characteristics.
"What happens to a flip card’s name, text box, type line, power, and toughness once it is flipped?",Replaced by the alternative versions of those characteristics.,They remain unchanged.,They are removed entirely.,They are copied from the opponent’s cards.
"Why can’t an effect that searches for a legendary card find Akki Lavarunner after it flips into Tok‑Tok, Volcano Born?","Because its original characteristics are replaced by Tok‑Tok’s, so it no longer matches the search criteria.",Because it has left the battlefield.,Because it is no longer a legendary creature.,Because it has been exiled from the library.
Why can’t a flip card such as Akki Lavarunner be found by an effect that searches for a legendary card?,"Because flip cards are never considered legendary, regardless of their alternate side.","Because flip cards are only considered legendary when they are face‑up, but search effects can’t target them as legendary.","Because search effects target cards in play, not cards in the library, and flip cards are in the library.",Because flip cards can only be searched if they have already flipped.
"Why does the effect ""Legendary creatures get +2/+2"" apply to Tok‑Tok, Volcano Born, but not to Akki Lavarunner?",Because Tok‑Tok is a legendary creature while Akki Lavarunner is not.,Because Tok‑Tok has a higher power than Akki Lavarunner.,Because the effect only works on creatures that are tapped.,Because Akki Lavarunner is a non‑creature permanent.
"Which creature receives the +2/+2 boost from the ""Legendary creatures get +2/+2"" effect?","Tok‑Tok, Volcano Born.",Akki Lavarunner.,Both Akki Lavarunner and Tok‑Tok.,Neither creature receives the boost.
What must you ensure about a permanent you control that is flipped?,"that it’s clear at all times whether the permanent is flipped or not, both when it’s untapped and when it’s tapped",that the permanent remains face-down until the end of the turn,that the permanent automatically untaps on your next turn,that the permanent can be flipped back and forth at will
Which of the following are common methods for distinguishing between flipped and unflipped permanents?,using coins or dice to mark flipped objects,changing the color of the card’s border with a marker,writing the word “FLIPPED” on the card with a permanent marker,removing the card from the play area until it is flipped again
"According to rule 710.4, what is true about flipping a permanent?","Once a permanent is flipped, it can never become unflipped again",A permanent can be flipped back and forth by paying mana each time,Flipping a permanent requires a special spell to be cast,A flipped permanent can be turned face-down by an opponent’s spell
When must the status of a flipped permanent be clear according to rule 710.3?,Both when the permanent is untapped and when it is tapped,Only when the permanent is tapped,Only when the permanent is in the graveyard,Whenever any opponent casts a spell
What are common methods for distinguishing between flipped and unflipped permanents?,Using coins or dice to mark flipped objects.,Using a magic spell to reveal the status.,Using a special card that flips the permanent.,Using a player's hand size to determine the state.
What does rule 710.4 say about flipping a permanent?,"Flipping is a one‑way process; once flipped, it cannot become unflipped.",Flipping can be undone.,Flipping removes the permanent from play.,Flipping has no effect on the permanent.
What happens to a flipped permanent when it leaves the battlefield?,It retains no memory of its status.,It becomes unflipped upon re‑entering.,It stays flipped forever.,It is returned to the owner’s hand flipped.
What happens to a flipped permanent after it leaves the battlefield?,It retains no memory of its status.,It remembers it was flipped.,It becomes unflipped.,It remains flipped until it re‑enters the battlefield.
When can a player choose a flip card’s alternative name?,"When an effect instructs a player to choose a card name, the player may choose a flip card’s alternative name.",Only if the flip card has already been flipped.,Only if the flip card is in the graveyard.,Only if the player has a specific effect that allows choosing alternative names.
What is a leveler card in Magic: The Gathering?,It has a striated text box and three power/toughness boxes.,A creature that can level up during combat.,A card that gains additional abilities when you pay life.,A land that can become a creature.
What does a level symbol represent on a leveler card?,A keyword ability that represents a static ability.,A trigger that activates when the card enters the battlefield.,An ability that costs additional mana to activate.,A damage-dealing effect that happens once per turn.
How many power/toughness boxes are printed on a leveler card?,Three.,One.,Two.,Four.
Which of the following best describes the striated text box on a leveler card?,It contains the level symbols.,It displays the card’s rarity and set symbol.,It lists the card’s flavor text.,It shows the card’s mana cost and color identity.
What does the text box of a leveler card contain?,Two level symbols,One level symbol,Three level symbols,No level symbols
What type of ability does a level symbol represent?,A keyword ability that represents a static ability,An activated ability,A triggered ability,A cost
What does a level symbol of the form “N3+” signify on a leveler card?,It indicates that the abilities apply when the creature has at least N3 level counters on it.,It indicates that the creature can only attack every N3 turns.,It means the creature’s power increases by N3 each turn.,It restricts the creature from being blocked by N3 creatures.
What does a level symbol of the form “N1‑N2” indicate?,The abilities apply when the creature has at least N1 but no more than N2 level counters on it.,It means the creature can only move between N1 and N2 different colors.,It indicates the creature can copy itself N1 to N2 times.,It limits the creature’s life gain to N1 to N2 per turn.
When are the abilities printed within the same text‑box striation as a level symbol considered part of that level symbol’s static ability?,They are considered part of that level symbol’s static ability.,They become active only when the creature enters the battlefield.,They are only active during the player’s turn.,They activate only after the creature has gained a level counter.
"In the context of leveler cards, what does the “[P/T]” box in the same striation as a level symbol represent?",It displays the creature’s power and toughness while the level‑counter condition of the level symbol is satisfied.,It lists the creature’s abilities that trigger when it attacks.,It shows the total number of cards the player may put into their graveyard.,It indicates the mana cost required to activate the creature’s static ability.
What does the rule “LEVEL N3+ [Abilities] [P/T]” specify for a leveler card?,It gives the creature the base power and toughness listed in the [P/T] box and the listed abilities as long as it has N3 or more level counters.,It removes all abilities if the creature has fewer than N3 level counters.,It forces the creature to lose all abilities when it has more than N3 counters.,It gives the creature a special static ability that triggers each time it levels up.
How does a leveler card determine its power and toughness when it has N3 or more level counters?,By using the base power and toughness specified in the [P/T] box of the LEVEL N3+ section.,By adding one to its power and toughness for each level counter beyond N3.,By doubling its power and toughness for each level counter.,By ignoring the base values and using a default 5/5.
What can a leveler permanent do regardless of how many level counters it has?,activate its level‑up ability,destroy an opponent’s creature,tap an allied creature for mana,exile a card from the graveyard
When can a leveler permanent activate its level‑up ability?,"at any time, regardless of the number of level counters it has",only when it has the maximum number of level counters,only during the combat phase,only when it is tapped
Does a leveler permanent need a certain number of level counters to activate its level‑up ability?,"No, it may be activated regardless of how many level counters it has","Yes, it needs at least one level counter","Yes, it needs at least N2 level counters","Yes, it needs exactly N1 level counters"
"When a leveler creature has fewer level counters than the first number in its level symbol, what determines its power and toughness?",The uppermost power/toughness box on the card.,The bottommost power/toughness box on the card.,Its current number of level counters.,The life total of its controller.
What determines a leveler card's power and toughness when it is not on the battlefield?,The power and toughness are given by its uppermost power/toughness box.,The power and toughness are determined by the number of level counters on it.,The power and toughness are the same as on the battlefield.,The power and toughness are always 0/0.
When does a leveler card use its uppermost power/toughness box for its power and toughness?,Whenever it is not on the battlefield.,Only when it has no level counters.,Only when it has the highest level counter.,Only when it's in the graveyard.
What defines a double‑faced card?,A double‑faced card has a Magic card face on one side and either a Magic card face or half of an oversized card face on the other side.,It has a Magic card back.,It has a Magic card face on both sides and a Magic card back.,It is a card that has a separate back side with a unique illustration.
"How many kinds of double‑faced cards are there, and what are they?","Three kinds: nonmodal double‑faced cards, modal double‑faced cards, and meld cards.",Two kinds: nonmodal and modal only.,"Four kinds: nonmodal, modal, meld, and hybrid.",One kind: only transforming double‑faced cards.
Do double‑faced cards have a Magic card back?,"No, they do not have a Magic card back.","Yes, they have a Magic card back.",Only nonmodal double‑faced cards have a Magic card back.,They have a Magic card back only when transformed.
What was the former name for nonmodal double‑faced cards?,Transforming double‑faced cards.,Modal double‑faced cards.,Meld cards.,Oversized double‑faced cards.
What abilities must a nonmodal double‑faceted card possess?,"It can transform or convert, and it can be cast or enter the battlefield transformed or converted.",It can only be played as a creature and cannot change sides.,It can only be turned over by a specific triggered effect and cannot be cast.,It has no special abilities and is treated like a normal single‑faceted card.
What does the term “convert” mean for a nonmodal double‑faceted card?,It refers to turning the card over to its other face.,It means the card changes its mana cost.,It indicates the card can be sacrificed for an effect.,It allows the card to become a different creature type.
Under what circumstances can a nonmodal double‑faceted card be cast or enter the battlefield “transformed” or “converted”?,When it is cast or enters the battlefield with its back face up.,When it is used as a counterspell.,When it is in the graveyard and put back with a different cost.,When it is on the battlefield and tapped for mana.
What symbol marks the front face of a nonmodal double‑faced card?,a front‑face symbol in the upper left corner,a back‑face symbol in the upper left corner,a star symbol in the upper right corner,a double‑headed arrow in the lower left corner
What is the shape of the front‑face symbol on nonmodal double‑faced cards printed starting with *The Brothers’ War*?,a single white triangle pointed upward inside a black circle,a black square inside a white circle,a red hexagon inside a green circle,a blue diamond inside a yellow circle
What symbol marks the front face of a nonmodal double‑faced card that was printed starting with The Brothers’ War release?,single white triangle pointed upward inside a black circle,modified Planeswalker icon,black circle with a red triangle,green diamond
In which release did the single white triangle inside a black circle first appear as the front‑face symbol for nonmodal double‑faced cards?,The Brothers’ War,Magic Origins,Core Set 2019,Commander 2019
"What symbol appears on the front face of double‑faced cards from the Innistrad block, Shadows over Innistrad, and Innistrad: Midnight Hunt?",a sun,a modified Planeswalker icon,a full moon,a compass rose
Which double‑faced card from Eldritch Moon has a front‑face symbol of a sun?,Ulrich of the Krallenhorde,"Krenko, Mob Boss","Thalia, Guardian of Thraben",Gutterbones
What symbol appears on the front face of Ixalan and Rivals of Ixalan cards?,compass rose,sun,full moon,closed fan
What symbol is used as the front‑face symbol on Kamigawa: Neon Dynasty double‑faced cards?,a closed fan,a full moon,a compass rose,a white triangle pointed downward inside a black circle
What marks the back face of a nonmodal double‑faced card?,a back‑face symbol in its upper left or upper right corner,a front‑face symbol,a compass rose,a closed fan
Where is the back‑face symbol placed on a nonmodal double‑faced card?,in the upper left or upper right corner,in the center of the back face,in the lower left corner,on the card’s back face border
What does the back‑face symbol look like on cards printed starting with The Brothers’ War release?,a single white triangle pointed downward inside a black circle,a green pentagon with a star in the center,a blue square with a white cross,a black rectangle with a white arrow pointing upward
What distinguishes non‑modal double‑faced cards printed in older sets from those printed in newer sets?,they have different front‑face symbols,they use the same front‑face symbol as newer sets,they contain no front‑face symbol at all,they use a special token instead of a symbol
Are the front‑face symbols on non‑modal double‑faced cards the same in every Magic: The Gathering set?,"No, older sets use different front‑face symbols","Yes, all sets use the same front‑face symbol",Only newer sets have different front‑face symbols,Only modal double‑faced cards have front‑face symbols
Which icon appears on the back faces of double‑faced cards from *Magic Origins* and *Core Set 2019*?,A full Planeswalker icon,A crescent moon,A stylized image of Emrakul,A single white triangle pointed downward inside a black circle
"What symbol appears on the back face of double‑faced cards from the Innistrad block, *Shadows over Innistrad*, and *Innistrad: Midnight Hunt*?",a crescent moon,a stylized image of Emrakul,a full Planeswalker icon,a land icon
"Which symbol is used on the back face of *Ulrich, Uncontested Alpha* from the Eldritch Moon set?",a crescent moon,a full Planeswalker icon,a land icon,a stylized image of Emrakul
What type of card face do modal double‑faced cards have on each side?,A Magic card face,an alternate card face,no card face,a non‑Magic card face
What ability allows a modal double‑face card to change from one side to the other during a game?,transform or convert,tap to activate,discard to summon,sacrifice to draw
What symbol marks the front face of a modal double‑faced card?,a single black triangle inside a sideways teardrop,two white triangles inside a sideways teardrop,a single white circle,a black square
What symbol marks the back face of a modal double‑faced card?,two white triangles inside a sideways teardrop,a single black triangle inside a sideways teardrop,a black square in the upper left corner,no symbol in the upper left corner
What symbol marks the front face of a modal double‑faced card?,a single black triangle inside a sideways teardrop,two white triangles inside a sideways teardrop,a green diamond in the upper left corner,a yellow circle in the upper left corner
What symbol marks the back face of a modal double‑faced card?,two white triangles inside a sideways teardrop,a single black triangle inside a sideways teardrop,a sideways teardrop with two black circles,a sideways teardrop with a single white triangle
What does the back‑face symbol of a modal double‑faced card look like?,two white triangles inside a sideways teardrop,a single white triangle inside a vertical teardrop,two black triangles inside a sideways teardrop,a single black triangle inside a sideways teardrop
What information can you find on the hint bar of each face of a modal double‑faced card?,information about the opposite face,information about the card’s mana cost,a list of the card’s abilities,the card’s rarity
Where is the hint bar located on a modal double‑faced card?,in the lower left corner of each face,in the upper right corner of each face,beneath the card’s name,above the card’s artwork
Does the hint bar on a modal double‑faced card influence gameplay?,"no, it is reminder text with no effect on gameplay","yes, it modifies the card’s abilities during play","yes, it determines the card’s power and toughness","yes, it can change the card’s color identity mid‑game"
Does reminder text have any effect on gameplay?,"No, reminder text has no effect on gameplay.","Yes, reminder text provides additional abilities.",It changes the rules of the game.,It determines the color identity of a card.
What are the two types of faces that a meld card has?,A Magic card face on one side and half of an oversized card face on the other.,Two identical Magic card faces.,A single standard Magic card face only.,Two oversized card faces.
"When a card with a meld ability is activated, what happens to the two cards involved?",Both cards are exiled and merged into a single permanent.,Both cards are moved to the graveyard.,Only the activated card is exiled.,Both cards are returned to the owners’ hands.
"In a meld pair, which card holds the ability that triggers the meld?",One card in each meld pair has the ability to exile both that object and its counterpart and meld them.,Both cards in a meld pair have the ability.,Neither card has a meld ability; the effect is triggered by the battlefield.,"The ability is granted by a separate, third card that is not part of the pair."
What does the rule say if a rule or effect references the back face of a meld card when it is not part of a melded permanent on the battlefield?,It fails to determine its characteristics.,It still determines the characteristics.,It causes the card to transform.,It has no effect.
"Which two cards meld to form Mishra, Lost to Phyrexia?","Phyrexian Dragon Engine and Mishra, Claimed by Gix","Phyrexian Dragon Engine and Mishra, the Accursed","Mishra, the Lost and Phyrexian Dragon Engine","Mishra, Claimed by Gix and Phyrexian Dragon Engine"
"What is the name of the creature that results from melding Phyrexian Dragon Engine and Mishra, Claimed by Gix?","Mishra, Lost to Phyrexia",Phyrexian Dragon Engine,"Mishra, Claimed by Gix","Mishra, the Accursed"
"Which cards must be on the battlefield to create Urza, Planeswalker through melding?","The Mightstone, Weakstone, and Urza, Lord Protector","Bruna, the Fading Light, and Gisela, the Broken Blade","Phyrexian Dragon Engine and Mishra, Claimed by Gix","Argoth, Sanctum of Nature and Titania, Voice of Gaea"
"What is the result of melding The Mightstone, Weakstone, and Urza, Lord Protector?","Urza, Planeswalker","Brisela, Voice of Nightmares","Mishra, Lost to Phyrexia","Titania, Gaea Incarnate"
"Which two cards meld to produce *Ragnarok, Divine Deliverance*?","Fang, Fearless l’Cie and Vanille, Cheerful l’Cie","Arni, Bonder of Blood and Loxodon","Nicol Bolas, Dragon‑God and Yawgmoth, the Grand Architect","Mikael, Lord of the Plains and Golem of the Great Wall"
When are players allowed to look at both sides of a double‑faced card?,They may look at both sides if they are allowed to look at a double‑faced card.,They may look at both sides only when the card is face up.,They may look at both sides only when the card is in a visible zone.,They may look at both sides only when they control a double‑faced creature.
What must players ensure about double‑faced cards that are in hidden zones?,They must be indistinguishable from other cards in the same zone.,They must be shown face‑up to all players.,They must be removed from play until the game ends.,They must be played as if they were single‑faced cards.
How can the owner of a double‑faced card keep it indistinguishable in a hidden zone?,By using completely opaque card sleeves or a substitute card.,By revealing the card to the opponent at the start of each turn.,By flipping the card face‑up after each combat.,By drawing an extra card each time the card is played.
