question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
"When rules text refers to a promotional card’s name, which name is used?",the name specified in the secondary title bar,the alternate name in the upper left corner,any name that appears on the card,the name from the Oracle database if different from the secondary title bar
What is the effect of a card’s alternate name on gameplay?,"It has no effect on gameplay; the card name used for deck construction, rules, and effects is the one in the secondary title bar.",It changes the card’s mana cost.,It determines which player may cast the card.,It alters the card’s power and toughness.
"When rules text mentions a card’s alternate name, which name does it actually refer to?",The name specified in the secondary title bar.,The alternate name itself.,The name that appears in the upper left corner.,The name printed on the card’s art.
What effect does a card’s alternate name have on gameplay?,It has no effect on gameplay.,It changes the card’s mana cost.,It changes the card’s abilities.,It changes the card’s color identity.
What must a player pay when casting a card whose mana cost does not include Phyrexian mana symbols?,The player must pay the mana shown by the colored or colorless symbols and also pay the generic mana amount indicated in the cost.,"Pay only the generic mana, ignoring the colored symbols.","Pay only the colored or colorless symbols, ignoring the generic mana amount.","Pay the mana cost in any colors, regardless of the symbols shown."
What does it mean for an object in Magic: The Gathering to have no mana cost?,"It is an unpayable cost, meaning it can be played without paying any mana.",It costs one generic mana to play.,It can only be played during the upkeep step.,It must be paid with Phyrexian mana symbols.
Which cards normally have no mana cost?,"Land cards, tokens (unless the effect that creates them specifies otherwise), and nontraditional Magic cards","Creatures, enchantments, and planeswalkers",Spells that have a Phyrexian mana symbol,Artifacts that cost two or more mana
How are lands played in terms of cost?,Lands are played without paying any costs,Lands require you to pay only their colorless mana cost,Lands must be paid for with a mana pool that contains exactly one mana of each color,Lands are only played if you have enough life points to cover their cost
What does it mean for an object to have no mana cost?,"It represents an unpayable cost, meaning you cannot pay anything to play it",It means the object can be played only during your opponent’s turn,It indicates that the object automatically costs three mana to play,It requires you to sacrifice a creature before you can play the object
What does it mean when an object has no mana cost?,It represents an unpayable cost.,It can be cast for free.,It can be paid with life instead of mana.,"It has no cost at all, including a hidden cost."
Which type of cost is represented by having no mana cost?,An unpayable cost.,A free cost that can be paid later.,A cost that requires sacrificing a creature.,A cost that can be paid with non‑mana resources.
How are lands played in relation to costs?,Lands are played without paying any costs.,Lands require a mana cost to be played.,Lands must be tapped before they are played.,Lands can only be played by sacrificing another land.
What are the five colors of mana?,"white, blue, black, red, green","colorless, grey, violet, orange","blue, purple, orange, pink","black, white, green, cyan"
Which symbol represents white mana?,{W},{U},{B},{R}
Which symbol represents blue mana?,{U},{W},{B},{R}
Which symbol represents black mana?,{B},{W},{U},{G}
Which symbol represents red mana?,{R},{W},{B},{U}
Which symbol represents green mana?,{G},{B},{R},{W}
What determines whether a card is considered colorless?,It has no colored mana symbols in its mana cost.,It contains a green mana symbol.,It has a mana cost that includes only numbers.,It is printed in a gold frame.
How many colors is an object with two or more different colored mana symbols in its mana cost?,Each of the colors of those mana symbols,Only the first color listed in the mana cost,Only the last color listed in the mana cost,None of the colors listed in the mana cost
"If an object has a mana cost that includes {R}{U}{B}, what colors does the object have?","Red, blue, and black",Only red and blue,Only green and white,Only colorless
Which of the following best describes the color of an object with the mana cost {3}{G}{G}{R}?,Green and red,Only green,Only red,Colorless
What determines the color of an object that has hybrid or Phyrexian mana symbols in its mana cost?,"All of the colors of those mana symbols, plus any other colors the object might be.",Only the first color listed in the hybrid symbol.,The color of the mana symbol that is paid for during casting.,The color indicated by the card’s frame.
"If a card’s mana cost includes a hybrid green/blue symbol, how many colors does the card have?",Two (green and blue).,One (the color that is paid for).,"Three (green, blue, and the card’s printed color).",Four (all colors of the mana pool).
What does a color indicator printed to the left of a card’s type line indicate?,"It indicates that the card has each color shown by that indicator, so a red‑blue indicator means the card is both red and blue.",it shows the card’s mana cost color.,it denotes a special ability rather than color.,it marks the card as legendary.
Can a colorless card become colored by having a color indicator?,"Yes, a colorless card becomes colored if it has a color indicator.","No, color indicators only work on already colored cards.",Only double‑faced cards can receive color indicators.,"Color indicators only change the card’s type, not its color."
"If a card has a green‑black color indicator, what colors does it have?",Green and black.,Only green.,Only black.,No color at all.
What are the three ways an effect can alter an object’s color according to rule 202.2f?,"Effects may change an object’s color, give a color to a colorless object, or make a colored object become colorless.",Effects can only change an object’s color but cannot give a color to a colorless object.,Effects can only give a color to a colorless object but cannot change a colored object’s color.,Effects can only make a colored object become colorless but cannot give a color to a colorless object.
Which of the following actions is NOT described as a way an effect can modify an object's color in rule 202.2f?,Add an additional color to a colored object.,Give a color to a colorless object.,Change an object's color.,Make a colored object become colorless.
"What is the mana value of an object that has no mana cost and is not the back face of a non‑modal double‑faced permanent or spell, nor a melded permanent?",0,1,5,its printed mana cost
Under what circumstances does an object with no mana cost not have a mana value of 0?,"If it is the back face of a non‑modal double‑faced permanent or spell, or if it is a melded permanent; otherwise its mana value is 0.",If it is a creature,If it is a land,If it is a token
"When determining the mana value of the back face of a nonmodal double‑faced permanent or spell, how is that value calculated?",as though it had the mana cost of its front face,as though it had the mana cost printed on its back face,as though it had no mana cost at all,as though it had the mana cost of a copy of the back face
What is the mana value of a permanent that is a copy of the back face of a non‑modal double‑faced object?,0,The mana value of its front face,The same mana value as the original permanent’s front face,The average of the two faces’ mana values
"If a double‑faced card copies the back face of a non‑modal double‑faced object, what is its mana value?",0,The mana value of the card’s front face,The same mana value as the original back face,A value equal to the sum of the front and back face costs
What is the mana value of Huntmaster of the Fells after it transforms into Ravager of the Fells?,4,0,5,1
Does the mana value of a non‑modal double‑faced card change when it transforms?,"No, it stays the same","Yes, it doubles","Yes, it becomes zero","Yes, it triples"
"If a Clone enters the battlefield as a copy of Ravager of the Fells, what is its mana value?",0,4,2,3
What is the mana cost of the front face of Insectile Aberration?,{U},{1}{U},{2}{U},{3}
Which card is the back face of a nonmodal double‑face card whose front face has a mana cost of {U}?,Insectile Aberration,Aven Mindcensor,Birds of Paradise,Shivan Dragon
What is the mana value of a permanent that is a copy of a melded permanent?,0,the combined mana cost of the original melded permanent,the same as the original melded permanent,1
"If a permanent is a copy of a melded permanent and that copy is represented by two other meld cards, what is its mana value?",0,the combined mana cost of the two meld cards,the same as the original melded permanent,5
"According to rule 202.3c, how is the mana value of a copy of a melded permanent determined?",It is set to 0,It equals the combined mana cost of the front faces of the original meld cards,It equals the mana value of the original melded permanent,It is calculated from the chosen half of a split card
What determines the mana value of a split card when it is not on the stack?,combined mana costs of its halves,the mana cost of the first half only,the mana value of the most expensive half,the sum of the mana costs of the two halves plus one extra mana
How is the mana value of a split card determined while it is on the stack?,mana cost of the half that was chosen to be cast,combined mana costs of both halves,the mana value of the split card’s front face,the mana value of the card that was previously on the stack before this spell
What value is an {X} treated as when an object that contains an {X} in its mana cost is not on the stack?,0,The number chosen by the player when the object was cast,One,Two
"When an object with an {X} in its mana cost is on the stack, how is {X} treated for the purpose of calculating that object's mana value?",As the number chosen for it,As 0,As 10,As the average of all possible X values that could have been chosen
"When computing the mana value of a card that contains a hybrid mana symbol, which part of each hybrid symbol is used?",The largest component of each hybrid symbol.,The smallest component of each hybrid symbol.,A randomly selected component of each hybrid symbol.,Both components of each hybrid symbol are counted equally.
What is the mana value of a card that costs {1}{W/U}{W/U}?,3,4,5,6
What is the mana value of a card that costs {2/B}{2/B}{2/B}?,6,5,7,8
How many does each Phyrexian mana symbol contribute to a card’s mana value?,1,0,2,3
What is the mana value of a card with the mana cost {2}{B/P}{B/P}{B/P}?,5,4,6,7
Which of the following statements correctly describes the mana value contribution of a Phyrexian mana symbol?,It contributes 1 to the card’s mana value.,It contributes 2 to the card’s mana value.,It contributes 0 to the card’s mana value.,It contributes a value equal to the number of colors in the symbol.
What is the mana value of a card that has the mana cost {1}{W/P}{W/P}?,3,2,4,5
What is not included in a spell’s mana cost?,Any additional cost listed in the spell’s rules text or imposed by an effect,The mana symbols in the spell’s mana cost,The converted mana value of the spell,The basic mana that the spell requires to be paid
How are additional costs paid when a spell is cast?,At the same time as the spell’s other costs,After the spell resolves,Before the spell is announced to the opponents,On the caster’s next turn if the spell is not cast immediately
When are additional costs listed in a spell’s rules text paid?,At the same time as the spell’s other costs.,Before the spell is cast.,After the spell resolves.,Only at the beginning of the turn.
Does the illustration on a card influence a creature’s abilities or other gameplay aspects?,"No, the illustration has no effect on gameplay.","Yes, it automatically grants any ability depicted.",It determines the creature’s mana cost.,It changes the creature’s type line.
What must be explicitly stated for a creature to possess the flying ability?,It must be written in the creature’s rules text.,It must be shown as flying in the illustration.,It must appear in the card’s type line.,It must be listed in the card’s color indicator.
Where on a standard card is the illustration normally located?,In the upper half of the card.,In the lower half of the card.,Alongside the card’s name on the left side.,In a separate illustration panel on the back of the card.
Does a creature’s illustration determine whether it has the flying ability?,"No, the creature only has flying if its rules text says so.","Yes, all creatures that are depicted flying have the flying ability.","Yes, but only if the card has a color indicator.","No, unless it is a creature type that always has flying."
What information is printed in the type line of a Magic: The Gathering card?,"The card’s type(s), subtype(s), and supertype(s), if applicable.",Only the card’s type(s).,The card’s mana cost.,The card’s rulings text.
What happens to an object's existing card types when an effect sets a new card type?,The new card type replaces any existing card types.,The new card type is added to the existing ones.,The existing card types are ignored but remain unchanged.,"A new card type is created, and the old type is discarded automatically."
Does an object that is an instant or sorcery keep that type when a new card type is set?,"No, it retains the instant or sorcery card type.","Yes, it loses the instant or sorcery type.",It gains two instant types simultaneously.,It must change to a creature type immediately.
What happens to an object that is an instant or sorcery when an effect changes its card type?,It retains its instant or sorcery card type.,It changes to a creature card type.,It becomes a land card type.,It loses both instant and sorcery types and becomes an artifact.
"When an effect assigns new subtype(s) to an object, what happens to the object’s existing subtypes from the relevant set?",They are replaced by the new subtype(s).,The new subtype(s) are added on top of the existing ones.,The existing subtype(s) are simply ignored but remain on the object.,"The existing subtype(s) are removed entirely, leaving the object with no subtype."
Which of the following groups of subtypes can be targeted by an effect that sets one or more of an object’s subtypes?,"Creature types, land types, artifact types, enchantment types, planeswalker types, or spell types.",Only creature types and land types.,"All types of subtypes, including those of any card type.",Only the subtypes of artifact and enchantment card types.
What happens to an object's subtypes when its card type is removed?,"The subtypes correlated with that card type will remain if they are also the subtypes of a card type the object currently has; otherwise, they are also removed for the entire time the object’s card type is removed.",They are permanently lost regardless of any other card types the object has.,They are turned into a supertype.,They automatically become new subtypes unrelated to the original card type.
Under what circumstance will a subtype not be removed when its corresponding card type is taken away?,When the subtype is also a subtype of another card type the object currently possesses.,When the object has no other subtypes.,When the object is a permanent and not a spell.,When the object has been turned into a creature.
Can removing an object's subtype affect its card types?,"No, removing a subtype does not affect the object's card types.","Yes, it removes the card type as well.",It converts the object into a different card type.,It causes the object to lose all of its subtypes.
Does removing an object’s subtype affect its card types?,"No, it does not affect its card types.","Yes, it removes all of the object's card types.","It only changes the card’s color, not its types.",The object becomes a colorless creature instead.
What happens to an object’s card types after its subtype is removed?,The card types remain unchanged.,The object loses all its existing card types.,The card types are replaced by the removed subtype.,The object gains a new supertype instead.
"When an effect changes an object's card type, supertype, or subtype but explicitly states that the object retains a prior card type, supertype, or subtype, what does the object keep?","The object's prior card types, supertypes, and subtypes are retained.",All prior types are removed.,Only the new type remains.,The object becomes a copy of the previous type.
Which of the following phrases indicates that an object retains all of its prior card types and subtypes when its type changes?,In addition to its other types,Only its new type remains,It becomes a creature of a different type,It loses all previous types
"If an effect declares that an object becomes an “artifact creature,” what happens to the object's prior card types and subtypes?",They are retained.,They are removed.,Only the artifact type remains.,Only the creature type remains.
"What happens to an object's previous card types, supertypes, and subtypes when an effect states that it retains them?","All prior card types, supertypes, and subtypes are retained.",Only the supertypes are retained.,Only the subtypes are retained.,All types are lost.
"If a spell declares that a card becomes an artifact creature and must retain all of its previous types, what is true of its types afterward?","The card keeps all its previous card types, supertypes, and subtypes.",The card loses all previous types except artifact.,Only the creature type is kept.,The card changes to only artifact creature and no other types.
"According to the rule that describes type changes, what is the general rule for retaining prior types?","All the object's prior card types, supertypes, and subtypes are retained.",Only the subtypes are retained.,Only the card types are retained.,None of the prior types are retained.
"When an effect states that an object is “still a [type, supertype, or subtype]”, what does the rule allow the object to keep?","All of its prior card types, supertypes, and subtypes",Only the type mentioned in the effect,The object loses all other types except the one it’s still a,The object must become a basic land
"If an effect turns an object into an “artifact creature,” what can that object retain?",All of its prior card types and subtypes,"Only the artifact and creature types, dropping everything else","Only its prior creature types, losing all other types",No types can be retained; the object starts fresh
"When an effect turns an object into a “[creature type or types] artifact creature,” what happens to the object’s existing creature types?","Any existing creature types are replaced, but all other types and subtypes are kept",Existing creature types are kept and added to the new creature type,The object loses all creature types and keeps only the new one,"The object’s creature types remain unchanged, and no new types are added"
What does the rule say about effects that use phrases such as “in addition to its other types”?,"They allow the object to retain all of its prior card types, supertypes, and subtypes",They force the object to drop all types except those mentioned,They apply only to basic lands,They are ignored if the object is already a creature
"After the ability “All lands are 1/1 creatures that are still lands” is applied, what card types do the affected lands possess?",creature and land,creature only,artifact and land,land only
What card types does a land that was also an artifact keep after it becomes a creature?,"artifact, land, creature","artifact, creature","land, creature","artifact, land"
"When a land is turned into a creature by an ability, what card types and supertypes does it keep?",Any land types and supertypes it had before the ability took effect.,Only its mana cost.,Only its abilities.,None of its previous types.
"If an ability reads, “All lands are 1/1 creatures that are still lands,” what card types does each affected land possess?",Creature and land.,Only creature.,Only land.,Artifact.
What type of creature does a permanent that is both an artifact and an enchantment become when an ability turns all artifacts into 1/1 artifact creatures?,artifact enchantment creature,artifact creature,enchantment creature,artifact land creature
Which of the following is NOT a card type listed in rule 205.2?,spell,artifact,battle,plane
Which of the following is a valid card type in Magic: The Gathering?,creature,battle,spell,vanguard
"What defines a card’s ""card type""?","It determines which categories a permanent can belong to, such as artifact, creature, enchantment, etc.",It is the color of the card’s artwork.,It is the mana cost listed on the card.,It is the last word on the card’s rule text.
"If a card has more than one card type (for example, an artifact creature), which effects can it qualify for?",It qualifies for any effect that applies to any of its card types.,It qualifies only for effects that apply to artifacts.,It qualifies only for effects that apply to creatures.,It qualifies for no effects at all.
What can a card have printed on its type line?,subtypes,mana symbols,keywords,card name
How many subtypes can a card have?,one or more,exactly one,exactly two,none
What determines how subtypes are written for card types other than creature and plane?,They are always single words and listed after a long dash.,They are always two‑word phrases separated by commas.,They are listed after a short dash.,They cannot be multiple words.
What can creature cards’ subtypes consist of?,"One or two words, listed after a long dash.",Only single words.,Only two‑word phrases.,They are not listed after a dash.
Can objects other than planes have multiple subtypes?,"Yes, objects other than planes may have multiple subtypes.","No, only creatures can have multiple subtypes.",Only planes can have multiple subtypes.,Objects cannot have subtypes at all.
What separates subtypes on a Magic card’s type line?,A long dash,A colon,A semicolon,A slash
How many words can a creature subtype contain?,One or two words,Only one word,Only two words,Three words
What constitutes a separate subtype for a creature card?,Each word or two‑word phrase listed after the dash,Any combination of letters before the dash,Only single words,Any phrase with punctuation marks
How are subtypes separated for an object that is not a plane?,Each word or two‑word phrase listed after the dash is a separate subtype.,All subtypes must be written as a single word.,Subtypes are combined into one phrase regardless of the number of words.,Subtypes are not used for objects other than planes.
May an object that is not a plane have more than one subtype?,"Yes, objects other than planes may have multiple subtypes.","No, a non‑plane object can have only one subtype.",Non‑plane objects cannot have subtypes at all.,Only planes are allowed to have multiple subtypes.
What type does the subtype “Forest” belong to?,Land,Creature,Artifact,Planeswalker
What is the creature subtype of Dryad Arbor?,Dryad,Forest,Land,Artifact
What is prohibited for an object when it comes to gaining subtypes?,An object can’t gain a subtype that doesn’t correspond to one of that object’s types.,An object can gain any subtype regardless of its current types.,An object must gain a subtype that corresponds to one of its types.,An object can gain a subtype even if it doesn’t have that type.
"When an effect instructs a player to choose a subtype, how many subtypes may the player select?",Only one,Zero or more,Two or more,Any number of subtypes
"When a player chooses a subtype under such an effect, the chosen subtype must be?",For the appropriate card type,For any card type,For a different card type,For a non-existent type
Which of the following is an acceptable creature type that a player may choose?,Merfolk,Merfolk Wizard,Artifact,Swamp
Which of the following words cannot be chosen as a creature type?,Swamp,Merfolk,Wizard,Truck
Which of the following words cannot be chosen as a creature type?,artifact,merfolk,wizard,swamp
Which of the following words is a valid creature type?,merfolk,artifact,opponent,truck
What resource should a player consult to find a card’s current subtypes?,The Oracle card reference,The original print text,The Gatherer database without updates,The card’s artwork
What can happen to the subtypes printed on a card over time?,They may become obsolete or be retroactively changed,They remain permanently fixed,They change only when a new set is released,They are updated automatically each game
Why might a card’s subtype be considered obsolete?,Because newer rules or updates have removed or replaced that subtype,Because the card was misprinted,Because the player chose not to use it,Because the subtype was never part of the original card
Artifacts have a distinct set of subtypes. What are these subtypes called?,Artifact types,Artifact subtypes,Artifact classifications,Artifact categories
Where can a player find the current subtypes of a Magic: The Gathering card?,The Oracle card reference,The game’s instruction manual,The card’s printed artwork,The tournament playbook
What is an artifact type mentioned in rule 205.3g?,Equipment,Island,Lightning Bolt,Zombie
Which of the following is NOT an artifact type listed in rule 205.3g?,Goblin,Blood,Map,Vehicle
Which of the following is an artifact subtype that represents a mechanical vehicle?,Vehicle,Goblin,Blood,Treasure
"What does the artifact subtype ""Blood"" signify in the context of artifact types?",An artifact subtype related to blood,A creature subtype,A color identity,A game mechanic for damage
Which of the following is NOT an artifact subtype?,Goblin,Blood,Treasure,Spacecraft
What are the subtypes of enchantments called?,Enchantment types,Artifact types,Creature types,Land types
Which of the following is an enchantment type?,Aura,Vehicle,Gold,Treasure
What are the subtypes of lands in Magic: The Gathering called?,land types,creature types,enchantment types,artifact types
What term is used for the subtypes of Planeswalkers?,planeswalker types,spell types,creature types,land types
Which of the following is a planeswalker type?,Ajani,Forest,Mountain,Island
Which of the following is a planeswalker type?,Ajani,Yawning Portal,Geth,Gloom
Which of these is NOT a planeswalker type?,Geth,Chandra,Liliana,Kiora
What are the spell types used by instants and sorceries?,"Adventure, Arcane, Lesson, Omen, Trap","Planeswalker, Artifact, Enchantment, Creature","Legendary, Tribal, Basic, Snow","Token, World, Masterpiece, Saga"
Instants and sorceries share a set of subtypes. Which term best describes these subtypes?,Spell types,Creature types,Artifact types,Enchantment types
Which of the following is NOT a spell type in Magic: The Gathering?,Time Lord,Adventure,Arcane,Lesson
Name the five spell types that instants and sorceries can share.,"Adventure, Arcane, Lesson, Omen, Trap","Goblin, Dragon, Angel, Vampire","Time Lord, Angel, Goblin","Mortal, Beast, Human"
Which creature type is two words long?,Time Lord,Time Traveler,Time Warden,Time Keeper
What are the subtypes that belong to planes called?,planar types,world types,territory types,dimensional types
What are planar types?,"Planar types are the unique subtypes that planes have, such as The Abyss, Alara, and Zendikar.",A keyword ability that allows creatures to fly.,A type of creature that is a dragon.,A spell that returns a card from your graveyard.
What is the dungeon type of the Undercity card?,Undercity.,Dungeon.,Undercities.,Underground.
What is the battle type?,Siege.,Attack.,Defense.,Siege‑war.
What is the dungeon type of the dungeon card *Undercity*?,Undercity,Rumble,Dungeons,Battle
Which of the following best describes a dungeon type?,A subtype that applies only to dungeon cards,A subtype that applies only to creature cards,A supertype that applies to all cards,A keyword ability that allows creatures to ignore summoning sickness
What is the unique subtype of Battles?,Siege,Attack,Defense,Assault
Which card types in Magic: The Gathering are specified by the rules to have no subtypes?,"Phenomenon, scheme, vanguard, and conspiracy cards have no subtypes.","Artifact, creature, and instant cards all have subtypes.","All lands, tokens, and emblems have subtypes.","Planeswalkers, enchantments, and sorceries all have subtypes."
Is it true that a phenomenon card can have a subtype?,"No, phenomenon cards have no subtypes.","Yes, phenomenon cards can have subtypes like “legendary.”","Yes, phenomenon cards can have subtypes like “land.”","Yes, phenomenon cards can have subtypes like “artifact.”"
What are supertypes in Magic: The Gathering?,"They are types printed before the card’s main type, such as legendary, basic, snow, or world.",They are abilities that can be activated by the card.,They are a category of creatures that can only be summoned during combat.,"They are the same as subtypes, like warrior or elf."
Where are a card’s supertypes printed on the card?,Directly before the card’s main type.,After the card’s mana cost.,In the bottom margin of the card.,Inside the card’s artwork frame.
Which of the following is a supertype?,Legendary,Creature,Artifact,Instant
What are the supertypes defined in the Magic: The Gathering rules?,"basic, legendary, ongoing, snow, world.","basic, legendary, artifact, creature","basic, legendary, snow, mana","basic, legendary, land, enchantment"
"If an object’s card type is changed, what happens to its supertypes?",They remain unchanged.,They are removed.,They change to match the new card type.,They toggle between being present and absent.
"If an object’s supertypes are changed, how does that affect its card types?",Its card types remain unchanged.,Its card types change to match the new supertypes.,Its card types are replaced entirely.,Its card types are randomly reassigned.
"When an object gains a new supertype, what happens to any other supertypes it already has?",They are retained.,They are removed.,They are replaced with only the new supertype.,They are combined into a single supertype.
Which supertype must a land have to be classified as a basic land?,basic,legendary,snow,dual
"If a land does not have the supertype “basic”, what classification does it receive?",nonbasic land,basic land,legendary land,dual land
Which lands are classified as nonbasic according to the rules?,"Any land that doesn’t have the supertype “basic”, even if it has a basic land type.",Any land that has the supertype “basic”.,Any land that was printed after the Eighth Edition core set.,Any land that has a basic land type but also a legendary supertype.
Which of the following cards is a basic land?,"Forest, Black Lotus, Time Walk, Mind Twist",Black Lotus,Time Walk,Mind Twist
What must a player control in order to cast a legendary instant or sorcery spell?,a legendary creature or a legendary planeswalker,a legendary land,an additional legendary spell in hand,any card with the word “legendary” in its name
Which supertype applies a casting restriction to instant and sorcery spells?,Legendary,World,Basic,Snow‑Covered
What restriction prevents a player from casting a legendary instant or sorcery spell?,A player must control a legendary creature or a legendary planeswalker to cast it.,The player must pay twice the spell’s mana cost.,The spell can only be cast during the opponent’s turn.,The spell must be an artifact.
"To cast a legendary instant or sorcery spell, what must a player control?",A legendary creature or a legendary planeswalker.,A non‑legendary creature.,A basic land.,An enchantment.
Which rule applies to a permanent that has the supertype “world”?,"The state‑based action for world permanents, also called the world rule.",The rule for legendary permanents.,The rule for snow permanents.,The rule for planeswalker abilities.
What effect does the world rule (rule 704.5k) have on a world permanent?,It causes the permanent to leave the battlefield if certain conditions are met.,It grants the permanent flying.,It gives the permanent an extra life point.,It makes the permanent immune to spells.
Can a permanent that is not a world permanent be affected by the world rule?,"No, only permanents with the supertype “world” are subject to the world rule.","Yes, all permanents are affected.",Only legendary permanents are affected.,Only snow permanents are affected.
What does a red‑orange expansion symbol indicate?,The card is mythic rare,The card is rare,The card is uncommon,The card is a basic land
What does a gold expansion symbol indicate?,The card is rare,The card is mythic rare,The card is uncommon,The card is a basic land
What does a silver expansion symbol indicate?,The card is uncommon,The card is mythic rare,The card is rare,The card is a basic land
Which expansion symbol color indicates that a card is common or a basic land?,Black or white,Gold,Silver,Purple
"If a card has a black expansion symbol, what rarity does it represent?",Common,Mythic rare,Rare,Uncommon
What does a purple symbol on a Magic card indicate?,"It signifies a special rarity; only the Time Spiral ""timeshifted"" cards have had purple expansion symbols.",It indicates the card is legendary.,It shows the card is an artifact.,It means the card is a basic land.
Which Magic: The Gathering cards have had purple expansion symbols?,"Only the Time Spiral ""timeshifted"" cards.",Only cards from the Magic 2015 set.,Only cards from the Un-sets.,Only cards from the Legends set.
What color were all expansion symbols before the Exodus set?,Black,Red,Purple,Blue
Which core set is an exception to the rule that Magic core sets did not have expansion symbols?,Simplified Chinese Fifth Edition core set,Sixth Edition core set,Seventh Edition core set,Ninth Edition core set
What did a spell or ability check for to affect cards from a particular set?,The set’s expansion symbol,The card’s mana cost,The card’s rarity,The card’s color
What wording was introduced in the Oracle card reference to specify which cards a spell or ability targets from a particular set?,“with a name originally printed”,“with the same expansion symbol”,“with the same mana cost”,“with the same card type”
Which card explicitly refers to permanents and cards with a name originally printed in the Arabian Nights expansion?,City in a Bottle,Sword of Fire,Dragon’s Breath,Mystic’s Veil
What do the Oracle card reference errata say the affected cards are?,cards with a name originally printed in a particular set,cards with a name printed only on the current set,"cards with a name printed on any set, regardless of origin","cards that share the same name as the referencing card, no matter which set they first appeared in"
Which card’s ability refers to permanents and cards that were originally printed in the Arabian Nights expansion?,City in a Bottle,Sword of the Animist,The Black Rose,Lightning Bolt
Which expansion is mentioned by the card City in a Bottle when it refers to cards with a name originally printed?,Arabian Nights,Antiquities,Portal,Weatherlight
Which of the following cards is affected by the errata that refers to cards “with a name originally printed” in the Arabian Nights expansion?,Aladdin,Black Lotus,Shivan Dragon,Lightning Bolt
Which of the following cards is affected by the errata that refers to cards “with a name originally printed” in the Antiquities expansion?,Mishra’s Factory,Lightning Bolt,"Jace, the Mind Sculptor",Fireball
Which card refers to permanents originally printed in the Antiquities expansion?,Golgothian Sylex,Apocalypse Chime,The Rack,Triskelion
Which card refers to permanents originally printed in the Homelands expansion?,Apocalypse Chime,Golgothian Sylex,The Rack,Triskelion
Name one card originally printed in the Antiquities expansion that is referenced by Golgothian Sylex.,Amulet of Kroog,Lightning Bolt,Serra Angel,Golgothian Sylex
Name one card originally printed in the Homelands expansion that is referenced by Apocalypse Chime.,Abbey Gargoyles,Lightning Bolt,Serra Angel,Apocalypse Chime
Apocalypse Chime refers to permanents with names that were originally printed in which expansion?,Homelands,Antiquities,Mirrodin,Lorwyn
What rule allows players to include cards from any printing in their constructed decks if those cards appear in sets allowed in that format?,Players may include cards from any printing in their constructed decks if those cards appear in sets allowed in that format.,Players may only include cards from the latest printing of each set.,Players must only include cards from the original printing of each set.,Players can include any card regardless of set or format restrictions.
Where can you find the current definitions of the constructed formats?,The Magic: The Gathering Tournament Rules,The Card Set Archive section of the Magic website,The printed text box on each card,The official player guide
What is the purpose of italicized text that can appear in the text box of a Magic card?,It has no game function.,It indicates the card’s mana cost.,It modifies the card’s power and toughness.,It describes the card’s flavor.
"What is the term for italicized text, usually written in parentheses, that summarizes a rule applicable to a card?",Reminder text.,Flavor text.,Art description.,Set symbol.
What is reminder text on a Magic card?,Italicized text within parentheses that summarizes a rule that applies to that card.,Flavor text that adds artistic appeal.,Ability text that describes the card’s mechanics.,A caption for the card’s illustration.
Where does reminder text usually appear on a Magic card?,"On the same line as the ability it’s relevant to, or on its own line if it applies to an aspect other than an ability.",In the card’s title.,On the back side of the card.,In the deck’s header.
Where does reminder text usually appear on a Magic card?,On the same line as the ability it’s relevant to.,In the bottom margin beside the artist’s signature.,In parentheses next to the card’s mana cost.,At the top of the card’s ruling box.
What is an ability word in Magic: The Gathering?,An ability word is similar to a keyword ability that ties together cards with similar functionality but has no special rules meaning and no individual entries in the Comprehensive Rules.,It determines how many creatures a player may control at once.,It functions as a cost to activate abilities.,It is a type of mana symbol used only on artifacts.
Do ability words have special rules meaning?,"No, they have no special rules meaning.","Yes, they dictate the color identity of a card.","Yes, they require the card to be played from the hand.","Yes, they are mandatory to use during combat."
What defines an ability word in Magic: The Gathering?,"An italicized term that appears at the start of some abilities, grouping cards with similar functionality but having no special rules meaning or separate rules entry.",A keyword that provides specific game mechanics.,A type of card that can be played without paying mana.,A word used only on non‑legal cards.
What is a flavor word in Magic: The Gathering?,An italicized term at the beginning of some abilities that gives descriptive flavor but carries no special rules meaning and is not listed in the Comprehensive Rules.,A keyword that modifies creature stats.,An ability that can be activated by paying life.,A term used exclusively on legendary cards.
What are flavor words in Magic: The Gathering?,They appear in italics at the beginning of some abilities and provide a flavorful description but have no special rules meaning.,They grant a creature a bonus ability that can be activated for an additional cost.,They are a type of keyword ability that lets you sacrifice a creature to draw a card.,They are permanent enchantments that can be played only from the graveyard.
How do flavor words differ from ability words?,"Flavor words are tailored to a specific ability and have no rules meaning, whereas ability words group several abilities with similar functionality.","Flavor words allow you to activate them at any time, while ability words can only be used once per turn.","Flavor words are written in bold, while ability words are written in italics.","Flavor words can be used to attack, whereas ability words can only be used to defend."
What is the role of flavor words in Magic: The Gathering?,They provide descriptive wording for abilities but have no special rules meaning.,They are listed in the Comprehensive Rules.,They determine a creature’s power or toughness.,They dictate how many lands must be played each turn.
Do flavor words have any special rules meaning?,"No, they do not affect gameplay.","Yes, they modify the effects of activated abilities.","Yes, they can be used as keyword abilities.","Yes, they determine the number of cards a player may draw."
