question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
Where can a card’s Oracle text be found?,In the Gatherer card database at Gatherer.Wizards.com,On the card’s own physical side that lists the artwork,In the rulebook that players receive at tournaments,Inside a player’s deck‑building software by default
What does “Oracle text” refer to in Magic: The Gathering?,The up‑to‑date wording of a card that is tournament‑legal,A hidden message that appears when the card is tapped,The flavor text printed on the card’s reverse side,A list of all the card’s previous printings and their prices
What does the overload keyword ability allow a spell to do?,It allows a spell to affect either a single target or many objects.,It allows a spell to deal damage to all creatures on the battlefield.,It allows a spell to have no mana cost.,It allows a spell to be cast without a target.
What keyword ability allows a spell to affect either a single target or many objects?,Overload,Cascade,Scry,Flash
"Who is considered the owner of a card, permanent, token, or spell in Magic?","The player who, for purposes of the game, a card, permanent, token, or spell belongs to.",The player who first drew the card.,The player who cast the spell.,The player who currently controls the card.
What does the keyword Paired signify about a creature?,It indicates the creature has been affected by a soulbond ability. first_wrong_answer It means the creature can attack twice in a turn. second_wrong_answer It means the creature can block an opponent’s creature. third_wrong_answer It means the creature is attached to another creature.,It means the creature can attack twice in a turn.,It means the creature can block an opponent’s creature.,It means the creature is attached to another creature. 
What does the Partner keyword ability allow in the Commander variant?,Two legendary creatures or planeswalkers can both be your commanders instead of just one.,A single legendary creature can ignore summoning sickness.,You may return a card from your graveyard to your hand each turn.,You may tap a creature to deal 1 damage to any target.
Which cards are eligible to use the Partner ability in Magic: The Gathering?,Only legendary creatures or legendary planeswalkers.,Any creature with flying.,Any card that costs less than three mana.,Any artifact that can be attached to a creature.
What does the “Partner with [name]” specialized version of the Partner ability do?,"It allows two specific cards to enter the battlefield together, even outside of Commander.",It lets you choose a second commander for your deck.,It removes the requirement that both partners be legendary.,It grants an extra mana to your mana pool each turn.
What does the “Partner with [name]” keyword ability allow?,It lets two cards reach the battlefield together even outside of the Commander variant.,It enables a creature to attack twice each turn.,It grants flying to the creature it partners with.,It prevents the creature from being targeted by spells.
Can the “Partner with [name]” ability be used outside the Commander variant?,"Yes, it works even outside of Commander to help two cards reach the battlefield together.","No, it only works in Commander.",Only when both cards are sorceries.,Only during a player’s first turn.
"How many of each of the following creature types can be included in a player's party: Cleric, Rogue, Warrior, and Wizard?",Up to one of each,Up to two of each,Only one type allowed in total,Unlimited number of each
Which creature types are eligible to be part of a player's party in the Commander variant?,"Cleric, Rogue, Warrior, and Wizard","Dragon, Elf, Goblin, and Vampire","Zombie, Angel, Beast, and Dinosaur","Lizard, Elf, Goblin, and Skeleton"
How many of each class can a player's party contain in the game?,"Up to one each of Cleric, Rogue, Warrior, and Wizard.","Up to two each of Cleric, Rogue, Warrior, and Wizard.",Only Cleric and Wizard.,"Up to one each of Cleric, Rogue, Warrior, Wizard, and Sorcerer."
"What does the action ""pass"" mean in gameplay?",It is declining to take any action when you have priority.,It ends the game immediately.,It forces your opponent to skip a turn.,It is a mandatory action that must be taken when you have priority.
When can a player choose to pass?,When they have priority but decide not to take any action.,When they have no mana available.,When they control a creature with flying.,When they have lost a life point.
"What does it mean when all players ""pass in succession""?","All players ""pass in succession"" if each player in the game, starting with any one of them, opts not to take an action upon receiving priority.",All players must cast a spell at once.,Players may pass only at the beginning of the game.,Players can pass any time during combat.
What does it mean to pay a cost in the game?,It often means spending resources such as mana or life.,It means sacrificing a creature.,It means putting a card into your graveyard.,It means tapping all of your lands.
What is a permanent?,A card or token on the battlefield.,A card in your hand that cannot be played.,A spell that resolves instantly.,An effect that lasts only one turn.
What is a permanent spell?,A spell that will enter the battlefield as a permanent as part of its resolution.,A spell that cannot be countered.,A spell that resolves without entering the battlefield.,A spell that can only be cast during your upkeep.
What is a permanent card?,A card that could be put onto the battlefield.,A card that is always in the graveyard.,A card that cannot be cast from the hand.,A card that cannot be tapped.
What does the obsolete term “Permanently” refer to?,An obsolete term indicating a continuous effect that has no duration.,An effect that lasts until the end of the turn.,An effect that ends when the source leaves the battlefield.,An effect that only lasts during a single combat phase.
What is a Permanent Spell?,A spell that will enter the battlefield as a permanent as part of its resolution.,A spell that can only be cast during the opponent's turn.,A spell that has a cost of zero mana.,A spell that is always countered by a counterspell.
Under which rule does the definition of Permanent Spell appear?,Rule 110.4b.,Rule 118.,Rule 110.4a.,Rule 210.
What does it mean for a permanent to phase out?,It changes from phased in to phased out and is treated as though it does not exist,It is removed from the battlefield,It goes to the graveyard,It becomes tapped
What are the two possible phasing statuses a permanent can have?,Phased in and phased out,Active and inactive,Tapped and untapped,In play and out of play
"In older versions of Magic: The Gathering rules, what was “phased‑out” considered?",A zone,A card type,A keyword ability,A special type of land
What does a Phyrexian mana symbol allow a player to do when paying a cost?,Pay the cost by spending colored mana or by paying life.,Pay the cost only by spending colored mana.,Pay the cost by sacrificing a creature.,Pay the cost by discarding a card.
What does the Phyrexian symbol represent in rules text?,Any of the five Phyrexian mana symbols.,"A specific color of mana (red, blue, green, white, or black).",The ability to exile a card from play.,The requirement to tap a permanent before casting a spell.
What does the Phyrexian Mana Symbol represent?,It represents a cost that can be paid either by spending colored mana or by paying life.,It represents a cost that can be paid only by spending colored mana.,It represents a cost that can be paid only by paying life.,It represents a cost that can be paid by drawing cards.
"In rules text, what does the Phyrexian Symbol represent?",Any of the five Phyrexian mana symbols.,Any colored mana symbol.,Any colorless mana symbol.,Any special ability that allows life payment.
What does a Pile refer to?,A temporary grouping of cards.,A permanent grouping of cards.,A sideboard of cards.,A deck of cards.
What did the term “Placed” previously refer to?,A counter being placed on a permanent.,A card being placed in a player's hand.,A card being placed on the battlefield.,A counter being removed from a permanent.
What ability does a Plains land possess?,{T}: Add {W}.,{T}: Add {U}.,{T}: Add {B}.,{T}: Add {R}.
Which mana symbol is produced when you tap a Plains?,W.,U.,B.,R.
What is the minimum number of plane cards required to build a planar deck?,Ten.,Five.,Fifteen.,Twenty.
What casual variant of Magic requires a planar deck?,Planechase.,Standard.,Modern.,Commander.
What is a Planar Deck?,A deck of at least ten plane cards needed to play the Planechase casual variant.,A collection of exactly ten land cards used in Standard.,A set of cards from any format used in Commander.,A deck that contains only Planeswalker cards.
What is a Planar Die?,A specialized six‑sided die needed to play the Planechase casual variant.,A special die used only in drafting.,A die used for rolling combat damage in combat.,A die that has no faces.
How many plane cards are required in a Planar Deck?,At least ten.,Eight.,Five.,Unlimited.
What is the size of the die used in Planechase?,Six sides.,Four sides.,Eight sides.,No sides.
What is a Planar Die?,A specialized six‑sided die needed to play the Planechase casual variant.,A standard die used in most Magic card games.,A card that represents a plane.,A token used to resolve combat.
How many sides does a Planar Die have?,Six.,Four.,Eight.,Ten.
What is a Plane card in the Planechase casual variant?,A card type seen only on nontraditional Magic cards in the Planechase casual variant; a Plane card is not a permanent.,A permanent that can be played like a creature.,A card that can be cast as an instant.,A basic land that enters the battlefield tapped.
Can a Plane card be treated as a permanent in a game of Planechase?,"No, a Plane card is not a permanent.","Yes, it becomes a permanent when it enters the battlefield.",It is treated as a creature until end of turn.,It can be tapped like a land.
What is the effect of performing a planeswalk during a Planechase game?,"Move each face‑up plane or phenomenon card to the bottom of its owner’s planar deck face down, then take the top card of that deck, turn it face up, and play it.",Sacrifice all of your planeswalkers and draw five cards.,Search your library for a plane card and put it onto the battlefield.,Deal damage equal to the number of planes in play to each opponent.
What is a planeswalker type?,A subtype correlated to the planeswalker card type.,a subtype that determines a creature’s special abilities.,a new card type that can only be used in specific formats.,an ability that lets a planeswalker return to hand at the end of the turn.
Which rule section lists the planeswalker types?,Rule 205.3j.,"Rule 306, “Planeswalkers.”","Rule 107.11, “Planeswalker Symbol.”","Rule 701.31, “Planeswalk.”"
What was the planeswalker uniqueness rule?,It required that a player who controlled two or more planeswalkers of the same type must put all but one of those planeswalkers into their owners’ graveyards.,It forced all planeswalkers of the same type to be on the battlefield simultaneously.,It allowed a player to have unlimited planeswalkers of the same type.,It had no effect on gameplay.
Is the planeswalker uniqueness rule still in effect in current Magic rules?,"No, it has been removed and is no longer part of the rules.","Yes, it is still in effect.",It only applies to limited‑edition sets.,It only applies to players who control more than three planeswalkers.
What did the planeswalker uniqueness rule require when a player controlled two or more planeswalkers of the same type?,It required that all but one of those planeswalkers be put into their owners’ graveyards.,It allowed the player to keep all the planeswalkers on the battlefield.,It required that the planeswalkers be returned to the hand instead of the graveyard.,It made the planeswalkers untappable.
Does the planeswalker uniqueness rule still exist in the current Magic: The Gathering rules?,"No, it no longer exists.","Yes, it still exists.","Yes, but only in certain formats.","Yes, but only for the Commander format."
What does it mean to play a card in Magic?,"It means playing that card as a land or casting it as a spell, whichever is appropriate.",It means immediately discarding the card from your hand.,It means moving the card into the command zone.,It means forcing the opponent to draw a card.
"When you play a card, what are the two options you can take?",Play the card as a land or cast it as a spell.,Put the card into your graveyard.,Transfer the card to your opponent’s hand.,Place the card face‑down in your library.
What was the former terminology for the action now referred to as casting a spell?,Playing a spell,Playing a land,Playing an activated ability,Playing an effect
What is the correct terminology for the action of using an activated ability in Magic: The Gathering?,Activating an activated ability,Casting an activated ability,Playing an activated ability,Summoning an activated ability
What is the battlefield?,The zone where permanents are placed during play.,The zone where players draw cards from.,The zone where the game ends.,The zone where spells are cast from.
What was the battlefield formerly called?,In‑play zone.,Deck zone.,Graveyard zone.,Exile zone.
What does the phrase “in play” refer to in Magic: The Gathering?,The battlefield,The hand,The graveyard,The library
What does the keyword ability Plot allow a player to do?,exiles cards from their hand and casts them without paying their mana cost on future turns.,grants the player a second draw phase each turn.,makes the player untap all permanents on the battlefield.,lets the player skip their next upkeep step.
What does it mean for a card to be plotted?,it is a card that has been exiled using the plot special action and can be cast for free later.,it is a card that has been removed from the game permanently.,it is a card that has been placed on the battlefield under the opponent's control.,it is a card that has been returned to the owner's hand from the graveyard.
"In the context of Magic: The Gathering, what defines a Player?",one of the people participating in the game.,a creature with a power and toughness of zero.,a card that belongs to the opponent's deck.,a permanent that has the ability deathtouch.
What does the keyword ability *Plot* allow a player to do?,Exile cards from their hand and cast them later without paying their mana cost.,Draw an additional card each turn.,Deal damage to an opponent equal to the number of cards in their graveyard.,Tap an opponent’s creature without paying its mana cost.
What does it mean for a player to be poisoned?,Having one or more poison counters.,Having zero poison counters.,Having a +1/+1 counter.,Having a life total of 10 or less.
What did the term “Poly Artifact” refer to in Magic: The Gathering?,An obsolete term for artifacts with activated abilities that didn’t require the artifact to be tapped as a cost.,A type of artifact that can only be activated by tapping.,A keyword ability that allows a creature to copy itself.,An artifact that can be cast by paying life instead of mana.
What does the keyword action 'Populate' do?,Creates a copy of a creature token you control.,Summons a new creature token from your deck.,Destroys an opponent’s creature token.,Removes a creature token from play.
When does the Postcombat Main Phase occur?,After the combat phase.,During the upkeep step.,During the main phase before combat.,At the beginning of the game.
What is a creature’s power?,"The first number in its power/toughness pair, printed before the slash.",The number of abilities the creature has.,The amount of damage a creature can deal per turn.,The creature’s level.
What is a Powerstone token?,A colorless artifact token that taps for one colorless mana.,A creature token with +1/+1 counters.,An enchantment token that grants +2/+0.,A land token that can be sacrificed for mana.
What is a characteristic that only creatures have?,Power,Toughness,Card type,Mana value
What token is a colorless artifact token with the ability “{T}: Add {C}.”?,Powerstone token,Silvercoat Lion token,Goblin token,Wurm token
What limitation applies to the mana produced by a Powerstone token?,It can’t be spent to cast a nonartifact spell,It can be spent on any spell,It can only be used to cast artifact spells,It can be used to pay life costs
What limitation applies to the mana produced by a Powerstone token?,It can’t be spent to cast a nonartifact spell.,It can be used to cast any instant spell.,It can be spent to pay the cost of any sorcery.,It can be used to cast creature spells only.
What is the first main phase of a turn called?,Precombat Main Phase,Combat Phase,Postcombat Main Phase,First Combat Phase
What does the word “prevent” indicate in a prevention effect?,It indicates what damage will not be dealt.,It indicates damage that will be dealt.,It indicates damage that will be doubled.,It indicates damage that will be redirected.
What does the keyword *Prize* do?,It gives an additional reward for visiting certain attractions.,It allows a creature to attack twice in a turn.,It doubles the mana cost of a spell.,It provides protection against targeted attacks.
What is the effect of *proliferate*?,It gives an additional counter to any number of players and/or permanents of each kind they already have.,It removes one counter from all permanents.,It deals damage equal to the number of counters.,It shuffles the deck and draws a card.
What does the keyword *Protect* do?,It prevents a creature from being targeted or dealt damage by spells or abilities that a specific opponent controls.,It gives the creature an extra counter.,It allows the creature to attack twice.,It makes the creature untappable.
What is the role of a *Protector* in a battle?,They protect that battle.,They determine the winner of the battle.,They decide the starting player.,They are the one who pays the battle costs.
What does the Proliferate keyword ability allow a player to do?,Give an additional counter to any number of players and/or permanents of each kind they already have.,Remove all counters from a permanent.,Allow a creature to attack twice each turn.,Grant a creature flying if it already has a counter.
What is the Protection keyword ability?,It provides a range of benefits against objects with a specific quality.,It lets a creature ignore the summoning sickness.,It allows you to tap an opponent’s land for mana.,It gives the creature flying.
Which keyword ability in Magic: The Gathering provides a range of benefits against objects with a specific quality?,Protection,Haste,Lifelink,Trample
What is protection in Magic: The Gathering?,A keyword ability that provides a range of benefits against objects with a specific quality.,A keyword ability that allows a creature to fly.,An ability that lets a player exile a card from the battlefield.,A mechanic that grants a creature double strike.
What is a prototype card?,Cards with a two‑part card frame (one part of which is inset under the type line) on a single card.,Cards that can be played as both a land and a creature.,Cards that have a special “morph” ability allowing them to be played face down.,Cards that are only playable by players with a “prototype” status.
What is provoke in Magic: The Gathering?,A keyword ability that can force a creature to block.,An ability that allows a creature to ignore summoning sickness.,A mechanic that lets a player cast a spell for free if they control a certain type of creature.,A rule that forces all creatures to attack each combat.
What distinguishes a prototype card from a regular card in Magic: The Gathering?,"It has a two‑part card frame, with one part inset under the type line.","It has a single, thicker frame.",It can only be played during the main phase.,It cannot have a mana cost.
Which rule number defines prototype cards?,718,702.160,702.39,702.108
What effect does the keyword ability Prowess have on a creature?,It gives the creature +1/+1 until end of turn whenever its controller casts a non‑creature spell.,It allows the creature to block twice per combat.,It doubles the creature’s power and toughness permanently.,It grants flying to the creature.
Which keyword ability causes a creature to receive +1/+1 each time its controller casts a non‑creature spell?,Prowess,Lifelink,First Strike,Deathtouch
What does the keyword ability Prowl allow a player to do?,Allows a spell to be cast for an alternative cost.,Lets a creature attack without untapping.,Grants a creature the ability to block two creatures at once.,Has no effect if the spell is a creature spell.
Which description best fits a Public Zone?,A zone in which all players can be expected to see the cards’ faces.,A zone that only the controller can see.,A zone that contains only artifact cards.,A zone that disappears after a turn.
What characterizes a public zone in Magic: The Gathering?,A zone in which all players can be expected to see the cards’ faces.,A zone that only the controller can see.,A zone where cards are shuffled into the library.,A zone that disappears after the turn ends.
What effect does a rad counter have on its bearer at the beginning of each pre‑combat main phase?,"The bearer mills cards, loses 1 life, and removes one rad counter for each non‑land card milled.",The bearer draws a card and gains 2 life.,The bearer may cast a spell for free.,The bearer taps all creatures they control.
What happens when a rad counter causes a player to mill cards at the beginning of their pre‑combat main phase?,"The player mills cards, loses 1 life, and removes one rad counter for each nonland card milled.",The player draws a card and gains two life.,The player discards a card and gains a rad counter.,The player taps all creatures and loses 3 life.
How many rad counters are removed for each nonland card that a player mills?,One rad counter is removed for each nonland card milled.,Two rad counters are removed for each nonland card milled.,No rad counters are removed.,All rad counters on the battlefield are removed.
During which phase does a rad counter’s effect trigger?,The beginning of the pre‑combat main phase.,The beginning of the upkeep step.,The start of the combat phase.,The beginning of the draw step.
What happens when a creature with the keyword ability Ravenous enters the battlefield?,"The creature enters with X +1/+1 counters, and you draw a card if X is 5 or more.",The creature deals damage to the opponent equal to X.,The creature gains flying if X is 5 or more.,The creature cannot be blocked by any creature.
What effect does the keyword ability Reach give to a creature?,The creature can block an attacking creature with flying.,The creature can attack flying creatures.,The creature ignores combat damage from flying creatures.,The creature cannot be blocked by creatures without flying.
What ability allows a creature to block an attacking creature with flying?,Reach,Flying,Trample,First‑strike
What does the Reach ability allow a creature to do?,Block an attacking creature with flying,Attack a creature with flying,Block a creature without flying,Destroy a creature with flying
What does the Read Ahead ability allow a controller of a Saga to do?,Choose which chapter the Saga starts on,Skip all previous chapters of the Saga,Read the next chapter after the current one,Summon a creature from the Saga
"What does the keyword ability ""Read Ahead"" allow a Saga’s controller to do?",allow the controller to choose which chapter the Saga starts on,trigger the Saga’s first ability immediately after it is cast,give the Saga flying until it is discarded,grant the Saga a +1/+1 counter each time it is played
What ability allows an instant or sorcery spell to be cast a second time?,Rebound,Flashback,Resurrection,Rewind
What ability lets an Equipment creature temporarily stop being a creature and become attached to another creature?,Reconfigure,Equip,Tether,Mimic
What is the effect of the keyword ability *Reconfigure*?,It allows an Equipment creature to temporarily stop being a creature and become attached to another creature.,It lets a player return a card from their graveyard to their hand.,It allows an instant or sorcery spell to be cast a second time.,It indicates a redirection effect on older cards.
Which keyword ability lets an Equipment creature temporarily stop being a creature and become attached to another creature?,Reconfigure,Rebound,Recover,Redirect (Obsolete)
"What do the updated Oracle card references state about damage that would normally be dealt to a creature, planeswalker, or player on redirect cards?",damage that would be dealt to one object or player is dealt “instead” to another.,damage is doubled and then split between two objects.,damage is ignored and the object receives healing.,the damage is reflected back to the attacker.
"Which term describes a replacement effect that causes damage that would be dealt to one creature, planeswalker, or player to be dealt instead to another creature, planeswalker, or player?",Redirection Effect,Redirect Effect,Damage Transfer,Shift Damage
"What keyword was used in older cards to indicate a redirection effect, before it was made obsolete?",Redirect (Obsolete),Redirecting,Re-redirect,Shift
What is a Redirection Effect?,"A replacement effect that causes damage that would be dealt to one creature, planeswalker, or player to be dealt instead to another creature, planeswalker, or player.",An effect that increases the damage a creature deals to its target.,An ability that prevents any damage from being dealt during combat.,A spell that instantly destroys the creature being damaged.
"Which type of effect causes damage that would be dealt to one creature, planeswalker, or player to be dealt instead to another creature, planeswalker, or player?",A Redirection Effect (a replacement effect).,A combat trigger that modifies damage.,A static ability that grants +1/+1 to a creature.,An instant spell that deals damage to a target.
What is the purpose of the Regenerate keyword ability?,It replaces a permanent’s destruction with an alternate sequence of events.,It grants the permanent +1/+1 counters.,It makes the permanent untapped.,It gives the permanent flying.
Which type of event can Regenerate replace?,The destruction of a permanent.,The attack of a creature.,The block of a creature.,The life loss of a player.
What is reminder text?,"Parenthetical text in italics in the text box of a card that summarizes a rule that applies to that card, but is not actually rules text and has no effect on play.",A mandatory rule that every card must follow.,A set of instructions that tell players how to cast the card.,Text that can be used to replace the card’s ability with another ability.
What happens to a permanent that is removed from combat?,It has no further involvement in that combat phase.,It dies immediately.,It becomes tapped.,It is exiled.
What is the obsolete term for exile?,Remove from the game.,Return to hand.,Put into graveyard.,Place on the battlefield.
What zone is referred to by the obsolete term “removed‑from‑the‑game zone”?,Exile zone.,Library.,Graveyard.,Hand.
What is the modern term for the action that was formerly called “remove from the game”?,Exile,Ban,Destroy,Shuffle
What zone is referred to as the “removed‑from‑the‑game zone” in older terminology?,Exile zone,Graveyard,Battlefield,Library
Which rule number in the Comprehensive Rules deals with the exiling of permanents?,506.4,207.2,506.2,506.5
What is a replacement effect?,A kind of continuous effect that watches for a particular event that would happen and completely or partially replaces that event with a different event.,A temporary effect that grants a creature flying for a single turn.,An ability that allows a player to pay mana to shuffle cards back into the library.,A spell that duplicates all permanents on the battlefield.
Which type of effect watches for a particular event and replaces it with a different event?,A replacement effect.,A triggered ability.,An activated ability.,A static ability.
What does a requirement do?,An effect that forces one or more creatures to attack or block.,It grants a creature haste.,It allows a creature to block twice.,It gives a creature first strike.
Which type of effect forces creatures to attack or block?,A requirement.,A replacement effect.,A trigger.,A static effect.
What does an effect that forces one or more creatures to attack or block do?,It forces one or more creatures to attack or block.,It prevents creatures from attacking or blocking.,It creates new creatures.,It gives creatures extra power.
What happens when a spell or ability on top of the stack resolves?,its instructions are followed and it has its effect,it is discarded without effect,it returns to the stack for the next turn,it causes the player to lose a life
What is Respond?,It allows a player to cast an instant spell or activate an ability while another spell or ability is already on the stack.,a creature is allowed to attack twice per turn,a player draws two cards when casting a spell,all opponents must discard a card
What is Restriction?,It is an effect that prevents one or more creatures from attacking or blocking.,creatures ignore damage from combat,the player may sacrifice a creature to attack,creatures gain the ability to fly
What is Retrace?,It is a keyword ability that lets a player cast a card from their graveyard by paying its mana cost and exiling it.,the card is returned to the player's hand without paying mana,the card is put onto the battlefield directly from the graveyard,all creatures lose 1/1 until end of turn
What does the keyword ability Retrace allow a player to do?,It lets a player cast a card from their graveyard.,It allows a player to return a creature to the battlefield from exile.,It permits a player to draw two cards when a spell is cast.,It lets a player exile a card from their hand for free.
Which location does Retrace let you cast a card from?,The graveyard.,The hand.,The library.,The battlefield.
What does the keyword action “Reveal” do in Magic: The Gathering?,Shows a card to all players for a brief time.,Draws a card from your library.,Discards a card from your hand.,Puts a card onto the battlefield from your graveyard.
"What is “The Ring” emblem, and when can it be created?",An emblem that may be created at the time the Ring tempts you.,A creature that can be summoned from the graveyard.,A spell that can be cast from the hand for free.,A card that grants an extra life each turn.
What does the keyword action “The Ring Tempts You” do?,It causes a player to choose a creature they control to be their legendary Ring‑bearer and may cause them to create an emblem called The Ring.,It allows a player to search their library for a card.,It lets a player sacrifice a creature to draw a card.,It gives a player an additional turn.
"What does the keyword action ""The Ring Tempts You"" do when a player activates it?",It lets the player choose a creature they control to become their legendary Ring‑bearer and may create an emblem called The Ring.,It forces the player to sacrifice a creature to gain +1/+1 counters.,It allows the player to draw two cards and discard a card.,It turns the player into a legendary creature until end of turn.
What is a Ring-bearer?,A designation given to a creature as the Ring tempts you.,A legendary creature that must be in your hand.,An emblem that grants you an extra life.,A spell that summons a creature from the graveyard.
What does the keyword ability Riot allow a player to do?,Choose whether certain creatures enter the battlefield with haste or with a +1/+1 counter.,Make a creature fly over other creatures.,Force an opponent to sacrifice a creature.,Grant a creature the ability to tap for mana.
Which Role token remains attached to a permanent when it has more than one Role token controlled by the same player?,the Role token with the most recent timestamp,the Role token with the earliest timestamp,the Role token with the lowest mana cost,a random Role token
What happens to the Role tokens that are not the most recent when a permanent has multiple Role tokens attached?,They are put into their owner’s graveyard,They are exiled,They are returned to the player’s hand,They remain attached to the permanent
What purpose does the timestamp serve for Role tokens in this rule?,It determines which Role token is the most recent and thus stays attached,It sets the color of the Role token,It defines the amount of damage the token can deal,It specifies the mana value of the token
What does the rule about rolling a die cover in Magic: The Gathering?,It explains how a player can roll a die to generate a random number during a game.,It explains how to shuffle the deck.,It explains how to exile a card.,It explains how to pay mana.
What is the subtype that can appear on some split cards?,Enchantment,Artifact,Creature,Planeswalker
What is a Room Ability?,A triggered ability that triggers whenever a player moves their venture marker into a room of a dungeon card.,A static ability that applies whenever a creature attacks.,An ability that lets a player pay life to draw cards.,An effect that grants a creature flying while it’s on the battlefield.
What is Rules Text?,A characteristic that defines a card’s abilities.,The part of the rulebook that lists all card types.,The name printed on a card’s title line.,The section of a card that displays its mana cost.
What is Rule Text in Magic: The Gathering?,A characteristic that defines a card’s abilities.,A list of card effects printed on a sideboard.,A type of enchantment found on split cards.,The cost of casting a spell in mana.
What is the definition of Sacrifice?,To move a permanent you control to its owner’s graveyard.,To add a card from your hand to your graveyard.,To tap a creature for additional damage.,A keyword that allows a creature to fly.
What is the Saddle keyword ability?,A keyword ability that lets you tap creatures to make another creature “saddled” until end of turn.,An ability that grants a creature trample.,A rule that allows a player to draw an extra card.,A mechanic that lets a creature cast spells from the graveyard.
What is the designation given to a creature whose saddle ability has resolved?,Saddled.,Tapped.,Enchanted.,Damaged.
What is the correct statement about a scheme card?,A scheme card is not a permanent.,A scheme card is a permanent.,A scheme card is a creature.,A scheme card is a land.
What is required to construct a scheme deck for the Archenemy casual variant?,At least twenty scheme cards.,Exactly twenty artifact cards.,Only creature cards.,A deck of at least thirty cards.
What does the keyword ability “scry” allow a player to do?,Manipulate some of the cards on top of your library.,Draw a card and then discard a card.,Tap all creatures you control.,Reveal all cards in your opponent’s hand.
What is the minimum number of scheme cards a player must have in a scheme deck to play the Archenemy casual variant?,At least twenty scheme cards,Ten scheme cards,Fifteen scheme cards,Thirty scheme cards
What is a scheme deck used for in the Archenemy casual variant?,A deck of at least twenty scheme cards needed to play the variant,A deck of twenty artifact cards needed to play the variant,A deck of twenty creature cards needed to play the variant,A deck of twenty land cards needed to play the variant
What does the keyword ability “Scry” allow you to do?,Look at the top card(s) of your library and choose to put them back on top or bottom.,Create a copy of a creature on the battlefield.,Draw a card for each opponent who cast a spell this turn.,Tap an opponent’s creature to prevent it from attacking.
Which keyword ability lets you search a zone for a card that matches a given description?,Search.,Flash.,Cascade.,Trample.
What does the keyword ability Search allow a player to do?,To look at all cards in a stated zone and possibly find a card that matches a given description.,To force an opponent to reveal their entire hand.,To automatically shuffle the library into the graveyard.,To pay mana and draw a card without any conditions.
Which keyword ability lets a player look at all cards in a stated zone to find a card that matches a description?,Search,Scry,Exile,Shuffle
What is a Secondary Title Bar?,It is a smaller name line with the Oracle reference name of a card that has an alternate name in its upper‑left corner.,It is a larger title bar for legendary cards.,It indicates the card’s mana cost.,It shows the card’s set symbol.
What does the action “Set in Motion” do in a scheme game?,It moves a scheme card off the top of your scheme deck and turns it face up.,It discards the top card of your scheme deck.,It allows you to draw two cards from your main deck.,It swaps the top card of your scheme deck with a card from your graveyard.
What does the phrase “Set aside” mean in Magic: The Gathering?,exile something,destroy something,return something to hand,move something to graveyard
Which obsolete term in Magic: The Gathering card text is now replaced by “exile”?,Set aside,Discard,Bounce,Return
What does the Shadow keyword ability do?,It restricts how a creature may be blocked and which creatures it can block.,It allows a creature to ignore all combat damage.,It gives a creature +1/+1 whenever it is blocked.,It lets a creature block all creatures regardless of type.
What is a Shard token?,"A colorless enchantment token that costs {2} to sacrifice: “Scry 1, then draw a card.”",A creature token that deals 2 damage to the opponent when it enters the battlefield.,A token that gives all creatures you control +1/+1 until end of turn.,A token that can be played as a spell to draw two cards.
What is a Shard token?,"A colorless enchantment token that costs {2} to sacrifice, giving you “Scry 1, then draw a card.”",A creature token that can be sacrificed for {1} to return a card from your graveyard to your hand.,A land token that can be sacrificed for {3} to generate mana of any color.,A colorless creature token that can be sacrificed for {2} to deal 2 damage to any target.
What effect does sacrificing a Shard token trigger?,"“Scry 1, then draw a card.”",Deal 3 damage to target creature.,Return a card from your graveyard to your hand.,Add two mana of any color to your mana pool.
"In the Two‑Headed Giant multiplayer variant, what does the term ""shared life total"" describe?",The combined life total that all members of a team share and track together.,A separate life total that each player in the team must maintain individually.,The maximum number of creatures a team can have on the battlefield simultaneously.,A special resource that can be spent to prevent damage to teammates.
What is the Shared Team Turns Option?,"An option that may be used in certain multiplayer variants, such as Two‑Headed Giant and Archenemy, allowing the game to advance in a single turn that is shared by all members of a team.",An option that lets each player keep an individual life total during multiplayer games.,A rule that forces all players to take turns alternately without any shared turns.,A rule that prohibits any multiplayer variants from using shared life totals.
What is a Shield Counter?,A counter that protects a permanent from being damaged or destroyed.,A counter that gives a creature an extra 1 power and 1 toughness.,A counter that reduces a permanent's casting cost by 1.,A counter that causes the next spell played by an opponent to be countered.
What is a Shortcut in Magic: The Gathering?,A mutually understood way for the game to advance forward a number of game choices without players needing to explicitly identify each such choice.,A type of card that allows a player to skip an opponent’s turn entirely.,A rule that permits a player to make any number of actions in a single turn.,A mechanism that forces all players to draw an extra card each turn.
What is a Shield Counter?,A counter that protects a permanent from being damaged or destroyed,A counter that prevents a permanent from being targeted,A counter that gives a permanent extra life,A counter that destroys a permanent when it has a certain value
What does the keyword “shuffle” mean in Magic: The Gathering?,To randomize the cards in a deck (before a game) or library (during a game).,To discard all cards in your hand and draw new ones.,To swap two cards between the battlefield and your graveyard.,To instantly win the game by rearranging the deck.
What is a sideboard?,A collection of extra cards that may be used to modify a deck between games of a match.,The main deck that you play from.,A spell that shuffles the deck.,A type of card that cannot be drawn.
Who can be the protector of a Siege?,Only an opponent of the Siege’s controller can be its protector.,Any creature on the battlefield can be its protector.,The Siege’s controller can protect it.,A creature with flying can automatically protect it.
