question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
What does it mean for a permanent to be indestructible in gameplay terms?,It cannot be destroyed by damage or by effects that say 'destroy'; it can still be put into the graveyard for other reasons.,It cannot be targeted by any spell or ability.,"It is immune to all forms of damage, including poison and state-based actions.",It automatically counters spells that target it.
Can an indestructible permanent still be put into the graveyard?,"Yes, it can be put into the graveyard for reasons other than damage or destroy effects.","No, indestructible permanents can never be put into the graveyard.","Only if it is also exiled, it can go to the graveyard.","Only if an opponent controls it, it can go to the graveyard."
What does it mean when a spell or ability creates a replacement effect?,"It replaces the normal outcome of an event with an alternative effect.",It creates a new creature on the battlefield,It makes the spell or ability immune to counterspells,It allows the spell or ability to copy another spell
What does the keyword ability intimidate do?,It allows a creature to be blocked only by creatures that share a color with it or are artifact creatures.,It gives the creature the ability to attack twice per turn.,It prevents all damage the creature would receive.,It makes the creature invisible to the opponent.
Which creatures can block a creature with intimidate?,Creatures that share a color with the intimidating creature or any artifact creature.,Only creature types other than the same color.,Only creatures with no color (colorless).,"All creatures, including those that do not share a color."
What restriction does the keyword ability intimidate place on blocking creatures?,A creature with intimidate cannot be blocked except by creatures that share a color with it and/or artifact creatures.,A creature with intimidate can only be blocked by creatures that are larger.,A creature with intimidate can only be blocked by creatures that attack at the same time.,A creature with intimidate cannot be blocked by any creature.
When does the keyword ability intimidate affect blocking?,It only matters when the creature with intimidate is attacking.,It only matters when the creature with intimidate is defending.,It affects blocking at the end of combat.,It applies only if the creature has flying.
Which creatures can block a red creature with intimidate?,"A red creature, a red‑and‑green creature, or any artifact creature.",Only a red creature.,Any creature that shares all colors with the attacking creature.,Any non‑artifact green creature.
When does intimidate affect blocking decisions?,Only when the creature with intimidate is attacking.,Only when the creature with intimidate is blocking.,It always affects blocking regardless of attacking or blocking.,Only when the creature with intimidate is a creature token.
Does intimidate apply to a creature that is blocking another creature?,"No, intimidate only matters when the creature with the ability is attacking.","Yes, intimidate applies to blocking creatures.",It applies only if the blocking creature shares a color.,It applies only to artifact creatures.
What is a good way to start designing your own decks when you're just starting to play Magic?,Modifying the deck from a Magic intro pack,Buying a pre-built deck from a retailer,Using the standard deck from the Core set,Discarding all cards from the pack
What does the keyword ability 'landwalk' allow a creature to do?,It lets a creature ignore a particular type of land for blocking.,It lets a creature tap a land whenever it attacks.,It allows a creature to tap an opponent's land as a cost.,It grants a creature the ability to draw a land card each turn.
What does the keyword ability landwalk represent in Magic: The Gathering?,"A group of keyword abilities that includes plainswalk, islandwalk, swampwalk, mountainwalk, and forestwalk.",The ability to double the power of a creature when it enters the battlefield.,A rule that forces a player to skip their draw step.,An effect that turns all lands into creatures.
Which of the following are types of landwalk?,"Plainswalk, islandwalk, swampwalk, mountainwalk, forestwalk","Gloomwalk, shadowwalk, frostwalk, emberwalk, stormwalk","Flightwalk, teleportwalk, guardwalk, hastewalk, powerwalk","Swampwalk, desertwalk, islandwalk, mountainwalk, plainswalk"
Under what condition is a creature with landwalk considered unblockable?,When the defending player controls at least one land of the specified type.,When the creature has been in play for two consecutive turns.,When the player who controls the creature has no creatures on the battlefield.,When the creature's power is equal to or greater than the opponent's life total.
What is Landwalk in Magic: The Gathering?,"Landwalk is a group of keyword abilities that includes plainswalk, islandwalk, swampwalk, mountainwalk, and forestwalk.",Landwalk is a type of mana that can be produced by lands.,Landwalk refers to a special card that allows a player to change the type of a land.,Landwalk is a rule that lets a player ignore damage from creature attacks.
Which keyword abilities are included in Landwalk?,"The keyword abilities that are part of Landwalk are plainswalk, islandwalk, swampwalk, mountainwalk, and forestwalk.","The keyword abilities are flying, reach, and deathtouch.","The keyword abilities are first strike, double strike, and trample.","The keyword abilities are haste, vigilance, and lifelink."
When is a creature with Landwalk unblockable?,A creature with Landwalk is unblockable if the defending player controls at least one land of the specified type.,When the defending player has no creatures on the battlefield.,When the creature is attacking a player who has more than ten life points.,When the creature has deathtouch.
When is a creature with landwalk considered unblockable?,If the defending player controls at least one land of the specified type,If the defending player controls any creature,If the attacking creature has flying,If the defending player controls at least one creature
What occurs to a permanent when it moves from the battlefield zone to another zone?,"It leaves the battlefield and may go to the player's hand, graveyard, or another zone",It is exiled immediately,It stays on the battlefield but becomes tapped,It returns to the owner's hand immediately
"When a permanent moves from the battlefield zone to any other zone, what happens to it?",It leaves the battlefield and enters the new zone.,It is removed from the game permanently.,It becomes a creature again.,It remains on the battlefield until the end of the turn.
"If a card leaves the battlefield and later returns to the battlefield, how is it treated?",It is treated as a brand‑new card when it returns.,It keeps the counters it had while on the battlefield.,It keeps any text changes that occurred while it was away.,It is considered a copy of its original card.
"When a permanent leaves the battlefield, to which zones might it return?","hand, graveyard, or another zone",the battlefield only,the commander zone,the library only
"If a card leaves the battlefield and later returns, what is its state?",Like a brand‑new card; it doesn’t remember anything from its previous time on the battlefield,It retains all counters and abilities it had before leaving,It keeps all of its previous characteristics but loses any counters,It becomes a copy of its previous incarnation
"When a permanent leaves the battlefield and later returns to it, how is it treated?","It is treated as a brand‑new card, with no memory of its previous state.",It keeps all counters and statuses it had while on the battlefield.,It retains any temporary buffs that were applied to it before it left.,It remembers its previous power and toughness values.
What does a permanent not remember after returning to the battlefield?,"It does not remember any effects, counters, or statuses that were on it while it was on the battlefield.",It remembers the exact mana cost it was cast for.,It retains any abilities it had while it was on the battlefield.,It keeps track of the number of times it has left the battlefield.
What happens if a player controls two or more legendary permanents with the same name?,The player chooses one to stay on the battlefield; the rest are put into their owner's graveyard.,The player loses the game.,All the permanents become artifacts.,The permanents merge into a single legendary creature.
What is the legend rule?,"The legend rule states that if a player controls more than one legendary permanent with the same name, the player must choose one to remain on the battlefield and the others are put into the graveyard.",It allows multiple copies of a legendary card to coexist without penalty.,It requires that all legendary cards be placed in exile when they enter the battlefield.,It limits the number of legendary creatures a player can control to five.
Where on a Magic card is the Legendary supertype written?,It is written on the type line before the card type.,In the bottom right corner of the card's illustration.,Below the card's mana cost.,At the very top of the card before the card name.
"If a player controls two or more legendary permanents with the same name, what must they do?",Choose one to stay on the battlefield and put the rest into their owners' graveyards.,Choose one to exile and send the rest to the hand.,All of them remain on the battlefield.,All of them go to the library.
What is the legend rule?,"When a player controls multiple legendary permanents with the same name, they must choose one to stay on the battlefield and put the rest into their owners' graveyards.",It prohibits any player from having more than one legendary permanent on the battlefield at all.,It requires all legendary permanents to be sacrificed at the beginning of each turn.,It allows a player to duplicate legendary permanents freely.
"If a player has three legendary permanents with the same name, what happens?",They choose one to remain on the battlefield; the other two are put into their owners' graveyards.,They choose two to remain; the third goes to the graveyard.,All three are exiled.,All three stay on the battlefield because the rule only applies to two.
Can different players each control a legendary permanent with the same name without triggering the legend rule?,"Yes, the legend rule applies only to each individual player, not across all players.","No, the legend rule applies to all players together, so both would trigger it.",Only one player may control a legendary permanent with that name at all times.,They must each sacrifice their legendary permanent.
Can different players control legendary permanents with the same name?,Yes.,"No, only one player can have a legendary permanent with a particular name.",Only if both players agree beforehand.,This is only allowed during a multiplayer tournament.
What is a game zone?,An area where game elements such as cards and tokens exist during play.,A special deck that contains only basic lands.,The region on a battlefield where combat occurs.,The space where players draw cards from the library.
What is the starting life total for each player in Magic?,20 life.,30 life.,15 life.,The life total is determined by the number of cards in a player's hand.
"What must a player do when they take damage from spells, abilities, or unblocked creatures?",Subtract the damage from their life total.,Add the damage to their life total.,Discard a card.,Take a 3 damage from the graveyard.
"If a player's life total drops to zero or less, what is the outcome?",The player loses the game.,The player is shuffled into the library.,The player gets extra life.,The player gets a life gain equal to the damage.
"When a player is dealt damage by spells, abilities, or unblocked creatures, what should they do with that damage?",Subtract the damage from their life total,Add the damage to their life total,Ignore the damage,Double the damage
"If a player's life total drops to 0 or less, what is the result?",The player loses the game,The game continues normally,The player wins by default,The player gets a new life total of 20
What happens if a player's life total drops to 0 or less?,The player loses the game.,The player gains 10 life.,The player gets a second life total.,"Nothing, the game continues normally."
"If both players' life totals drop to 0 or less at the same time, what is the result?",The game is a draw.,Both players lose the game.,The player who was dealt the last point of damage wins.,The game resets to life total 20 for both players.
What happens if both players' life totals drop to 0 or less at the same time?,The game is a draw,One player loses the game,The player who dealt the last damage wins,The game continues until someone has more life
What happens when a permanent with lifelink deals damage?,"Damage dealt causes its controller to gain that amount of life, in addition to normal damage.",Damage is reduced by half.,The opponent gains the damage.,The permanent is destroyed.
"If a creature with lifelink deals 3 damage to a player, how many life points does its controller gain?",3 life.,1 life.,6 life.,0 life.
"When damage is dealt to a player, what happens to their life total?",The player loses life equal to the damage dealt.,The player gains life equal to the damage dealt.,The damage is ignored and life total remains unchanged.,The damage is countered and does not affect life.
Can an effect that causes a player to lose life be prevented by a damage prevention effect?,"No, life loss cannot be prevented.","Yes, it can be prevented by damage prevention.",Only if the effect is a spell.,It can be prevented if the player has a specific ability.
What is the characteristic that only planeswalkers have?,Loyalty,Flying,Trample,Deathtouch
Which card type has a loyalty number printed in its lower right corner?,Planeswalker,Creature,Instant,Artifact
What does the loyalty number printed on a planeswalker card indicate?,"The number of loyalty counters the planeswalker starts with when it enters the battlefield, the amount of damage a planeswalker can take, the maximum number of loyalty counters it can have, the number of turns it can stay on the battlefield.",...,...,...
What does it cost to activate one of a planeswalker's activated abilities?,put loyalty counters on it or remove loyalty counters from it,pay mana equal to its loyalty cost,destroy a creature you control,banish a card from your hand
"When activating a planeswalker's ability, what action can you take regarding its loyalty counters?",You may add or remove loyalty counters from the planeswalker,You may move it to your hand,You may increase its power and toughness permanently,You may sacrifice the planeswalker
What happens when a planeswalker takes one point of damage?,A loyalty counter is removed,The planeswalker is exiled,It gains an additional loyalty counter,It is returned to the hand
What happens to a planeswalker that has no loyalty counters on it?,It is put into its owner's graveyard,It is exiled,It is returned to the hand,It is shuffled into its owner's library
What happens to a planeswalker when it has no loyalty counters on it?,"it is put into its owner's graveyard, it is exiled, it remains on the battlefield, it becomes a creature",it is exiled,it remains on the battlefield,it becomes a creature
"How many colors of mana are there, and what are they?","There are five colors of mana: white, blue, black, red, and green.","There are four colors of mana: white, blue, black, and green.","There are six colors of mana: white, blue, black, red, green, and colorless.","There are five colors of mana: white, blue, black, red, and colorless."
What is a mana ability?,An ability that adds mana to your mana pool.,An ability that deals damage to opponents.,An ability that destroys creatures.,An ability that draws cards.
What is a mana ability?,An ability that adds mana to your mana pool and does not go on the stack when activated or triggered.,An ability that removes mana from your mana pool.,An ability that can only be activated during your upkeep.,An ability that always requires a cost of life.
Do mana abilities go on the stack when you activate them?,"No, they are added to your mana pool immediately and never go on the stack.","Yes, they always go on the stack before the next action.",Only if they are triggered abilities.,"Only if the card has a special keyword like ""Cascade""."
What happens when you activate a mana ability?,You receive the mana immediately; the ability does not go on the stack.,The ability goes onto the stack after activation.,The ability triggers a spell before giving mana.,You must wait until the end of the turn to receive the mana.
Do mana abilities go onto the stack when activated?,"No, they do not go onto the stack.","Yes, they go onto the stack.",Only activated mana abilities go onto the stack.,Only triggered mana abilities go onto the stack.
Who determines the starting player for the second game in a Magic: The Gathering match?,The loser of the first game,The winner of the first game,A random draw,The player who paid the entrance fee
Which Magic: The Gathering format is described as a constructed format that is growing in popularity?,Modern,Legacy,Vintage,Commander
Which sets are used in the Modern format?,Core sets and blocks from Eighth Edition and Mirrodin to the present.,Core sets and blocks from the first edition to the present.,All sets from the game's entire history.,Only the latest core sets and recent blocks.
What does the keyword ability Landwalk allow a creature to do?,It allows a creature to block only lands.,It allows a creature to tap all lands for mana.,It allows a creature to ignore all damage.,It allows a creature to attack only lands.
What does a player do at the beginning of a Magic game?,Draw the top seven cards of your library.,Shuffle your library and draw the top seven cards.,Play seven lands from your hand.,Sacrifice a creature and draw the top seven cards.
What happens when a player decides to mulligan?,The hand is shuffled into the library and a new hand of one fewer card is drawn.,The hand is discarded and a new hand of the same size is drawn.,The hand is shuffled into the library but no new cards are drawn.,The player keeps the same hand but loses one card.
What can you do if you don't like your opening hand in Magic?,Mulligan,Shuffle your deck,Discard all cards,Skip your turn
What happens when you mulligan in Magic?,Your hand is shuffled back into your library and you draw a new hand of one fewer cards,You keep your hand and play,You lose the game,You draw a larger hand
What happens to your hand when you decide to mulligan?,It is shuffled back into the library and you draw a new hand of one fewer card,It is discarded permanently,You keep the same hand and draw more cards,You shuffle it but draw the same number of cards
"After a mulligan, how many cards are in your new hand?",One fewer than before,The same number as before,Two fewer than before,All cards in your library
Can you mulligan more than once?,"Yes, you can mulligan as many times as you want, each time drawing one fewer card","No, only once",Only if your opponent agrees,Only if you have fewer than seven cards
How many cards does a player draw after each mulligan?,One fewer card than the previous hand.,The same number of cards as the previous hand.,Exactly two cards regardless of the previous hand.,No cards are drawn; the hand is simply reshuffled.
When does the game actually start after the mulligan process?,When both players have decided to keep their opening hands.,Immediately after the first mulligan.,After a 5‑card limit is reached.,Only when a player runs out of cards in their library.
Is there a limit to how many times a player can mulligan?,"No, a player can mulligan as many times as they want.","Yes, only up to three times.",Only until the opponent chooses not to mulligan.,A player can mulligan only once per game.
Which of the following best describes a multicolored card in Magic?,A card whose mana cost includes more than one color of mana.,A card that has a gold background.,A card that has a single color cost but two different card types.,A card that is both legendary and uncommon.
What color combination does the example card with mana cost o2oBoR represent?,Black and red.,Blue and green.,White and blue.,Red and green.
What defines a multiplayer Magic game?,A game that starts with more than two players.,A game that uses only two colors of mana.,A game where each player has a different deck size.,A game that uses a different format of cards.
What characterizes a multiplayer Magic game?,It starts with more than two players.,It starts with exactly one player.,It uses only white mana.,It is only played in a single game session without any variations.
"When a card's name appears in its own text, what does it refer to?",The card itself,Another card that has the same name,A token created by that card,All copies of that card on the battlefield
What does the term 'nonland card' mean?,Any card that is not a land,Any card that is a land,Any creature card regardless of color,Any card with the subtype 'Land'
What defines a nonbasic land?,"A land that lacks the supertype 'basic', i.e., is not named Plains, Island, Swamp, Mountain, or Forest",A land that has the supertype 'basic',A basic land that has an additional subtype,A land that is named one of the five basic land types
What does a 'nonland card' refer to in Magic: The Gathering?,a card that is not a land,a card that is not a creature,a card that is not a permanent,a card that is not a spell
What does 'nonblack creature' mean in the context of Magic: The Gathering?,a creature that is not black,a creature that is not white,a creature that is not a spell,a creature that is not a land
What is a nonbasic land in Magic: The Gathering?,"Any land that does not have the supertype 'basic' on its type line, i.e., any land not named Plains, Island, Swamp, Mountain, or Forest.",Any land that has the supertype 'basic' on its type line.,Any land that is also a creature.,Any land that contains the word 'Nonbasic' on its card text.
How many copies of a single nonbasic land card can you include in a deck?,No more than four copies.,Unlimited copies.,Exactly five copies.,Only one copy.
What is the maximum number of copies of a nonbasic land card that may be included in a deck?,four,two,three,five
"What type of effect is described by 'An effect that applies to the game once, and then it's done'?",a one‑shot effect,a continuous effect,a triggered effect,a recurring effect
What defines a one-shot effect in the game?,An effect that applies to the game once and then is finished.,An effect that continues until countered.,An effect that only affects the caster's own side.,An effect that requires payment each turn.
How does a one-shot effect differ from a continuous effect?,A one-shot effect ends immediately after resolving; a continuous effect persists for a duration.,A continuous effect resolves immediately; a one-shot effect lasts until end of turn.,A one-shot effect can be countered; a continuous effect cannot.,Both last until the end of the turn.
What is the difference between one-shot effects and continuous effects?,"One-shot effects happen once and are resolved immediately, while continuous effects last for some amount of time.",One-shot effects happen at the beginning of each turn.,Continuous effects never change.,Continuous effects require an activated ability.
"If a card says ""an opponent,"" whom does it refer to?",One of its controller's opponents.,The person who started the game.,Any creature on the battlefield.,The non-player character.
"When a card says 'an opponent', who does it refer to?",One of its controller's opponents,One of the card's owner's opponents,Any opponent of any player,The player who started the game
"In a card effect that references 'an opponent', which player is being targeted?",The controller's opponent,The card's owner,A random opponent,"No player, it's a general term"
"If an opponent controls one of your permanents, who is considered the owner of that permanent?",You (the original owner),Your opponent,The controller of the permanent,No one; it becomes ownerless
"If you loan a deck to a friend, who is considered the owner of all the cards in that deck during the game?",The friend you loaned the deck to,"You, the original deck owner",Both players share ownership equally,The deck is considered ownerless and any player can claim it
Who is the owner of a token once it enters the battlefield?,The player who controlled the token when it entered the battlefield,The player who created the token,All players share ownership of the token,Tokens do not have an owner
What happens when a spell or ability asks you to pay life as part of its cost?,You subtract that amount of life from your life total.,You sacrifice a creature.,You draw an extra card.,You lose your next turn.
Can paying life be prevented?,"No, because paying life is not damage.","Yes, with a counterspell.","Yes, by using a damage prevention effect.","Yes, if you are in combat."
Is it possible to pay more life than you have?,"No, you can't pay more life than you have.","Yes, if you have a card that allows it.","Yes, if you are in a multiplayer game.","Yes, if the opponent gives you extra life."
How do you pay life when it's part of a spell or ability cost?,Subtract that amount of life from your life total.,Sacrifice a creature equal to the amount of life you must pay.,Pay life by discarding that many cards from your hand.,You cannot pay life at all; it is replaced by damage.
Is it possible to pay more life than you currently have?,"No, you can't pay more life than you have.","Yes, you can pay any amount of life regardless of your total.",You can pay more life if you have a creature that can tap for life.,Only if a card explicitly allows it in its text.
Does paying life count as damage that can be prevented?,"No, paying life isn't damage, so it can't be prevented.","Yes, paying life is damage and can be prevented by damage prevention effects.",It counts as damage only if the spell says so in its text.,It can be prevented if you control a card that prevents life loss.
What is the relationship between paying life and damage in the game?,"Paying life isn't damage, so it can't be prevented.",Paying life counts as damage.,Paying life can be prevented by a spell.,Paying life is the same as dealing damage to a player.
Which of the following are considered permanents on the battlefield?,"Artifacts, creatures, enchantments, lands, and planeswalkers.",Only planeswalkers.,Only creatures and lands.,Only artifacts and enchantments.
Which of the following are types of permanents?,"Artifacts, creatures, enchantments, lands, or planeswalkers.","Artifacts, creatures, enchantments, lands, or spells.","Artifacts, creatures, enchantments, lands, or enchantments.","Artifacts, creatures, enchantments, lands, or tokens."
What can cause a permanent to leave the battlefield?,"When it is destroyed, sacrificed, or removed.",When you choose to discard it from your hand.,When it loses all abilities.,When you roll a die.
What are the circumstances that cause a permanent to leave the battlefield?,"destroyed, sacrificed, or removed in some way",drawn from the library,moved to the hand,shuffled into the deck
Is a permanent allowed to leave the battlefield simply because its controller decides to do so?,"No, it cannot be removed just because a controller wants to","Yes, the controller can remove any permanent at will",Only if the permanent is a creature,Only if the permanent is a lands
"Can you remove a permanent from the battlefield simply because you want to, regardless of control?","No, permanents cannot be removed at will.","Yes, as long as you control the permanent.","Yes, but only if it is an artifact.","No, but you can exile it."
Which of the following statements about removing permanents from the battlefield is true?,You cannot remove a permanent from the battlefield just because you want to.,You can remove a permanent from the battlefield by choosing to do so.,Only the controller of a permanent can remove it from the battlefield.,A permanent can be removed from the battlefield without any trigger or effect.
What is the state of a permanent when it leaves the battlefield and then re-enters it?,It is treated as a brand-new card and does not remember anything about its previous time on the battlefield.,It retains all of its counters and status from the previous time it was on the battlefield.,It keeps the same controller and state as before it left.,It becomes a copy of the last permanent it interacted with.
Does a permanent remember any information about its previous presence on the battlefield after re-entering?,"No, a permanent does not remember anything about its last time on the battlefield; it is treated as new.","Yes, it remembers all of its previous counters and status.","Yes, it retains the name of the last creature it was blocked by.","Yes, it keeps a record of the last player who controlled it."
What happens to a permanent that leaves the battlefield and then re-enters it?,It is treated like a brand‑new card and does not retain any memory of its previous presence.,"It keeps all counters, abilities, and state it had before it left.",It remains tapped or untapped exactly as it was when it left.,It regains the same name and mana cost it had in its previous incarnation.
Which objects can spells and abilities affect?,Only permanents on the battlefield.,"Any object in the game, including cards in a graveyard or hand.","Only creatures, regardless of whether they are on the battlefield or not.",Only non‑permanent objects like cards in a player's hand or the battlefield.
Which type of cards can most spells and abilities target?,Only permanents (cards currently on the battlefield).,Instant and sorcery cards.,Creature cards in any graveyard.,All cards in a player's hand.
What does Unsummon require as its target?,A creature that is on the battlefield at the time the spell resolves.,A creature card in any graveyard.,A creature card in a player's hand.,A creature card in a player's library.
What does the spell Unsummon do?,Return target creature to its owner's hand,Destroy target creature,Exile target creature,Return target creature to its owner's graveyard
"When casting Unsummon, what must the target be?",A creature on the battlefield,A creature card in any graveyard,A creature card in any player's hand,A creature card in any player's library
Which of the following is not a permanent type?,instant,artifact,creature,enchantment
What does the rule allow about permanent types?,A permanent can have more than one type.,A permanent can have only one type.,A permanent must be either an artifact or a creature.,A permanent can only be an artifact or a creature if it is a token.
What happens to a player's remaining mana when a step or phase ends?,It is lost.,It carries over to the next turn.,It is converted into life points.,It is stored as a resource for future actions.
What is Planechase?,A multiplayer variant that features oversized plane cards.,A card type found in Magic: The Gathering.,A creature with flying that can be tapped for mana.,A special type of land that provides colorless mana.
What is the card type of a planeswalker?,Planeswalker is a card type.,Creature,Enchantment,Artifact
What must a player do if they control two or more planeswalkers of the same type?,They choose one to stay on the battlefield and put the rest into their owners' graveyards.,They may keep all of them on the battlefield.,They must sacrifice one and keep the others.,They may transfer all but one to other players.
Is it allowed for multiple players to each control planeswalkers of the same type?,"Yes, it is allowed for multiple players to each control planeswalkers of the same type.","No, only one player can have planeswalkers of a particular type at a time.",Only the player with the most planeswalkers of that type can control them.,Planeswalkers of the same type must all be on the battlefield at once.
During which phase can you play a land?,One of your main phases when the stack is empty.,During your combat phase.,During any opponent's turn.,Any time the stack is not empty.
What happens to a land when you play it?,It goes straight onto the battlefield; it never goes on the stack.,It first goes onto the stack and then onto the battlefield.,It stays in your hand until the end of turn.,It gets exiled immediately.
"If a spell or ability lets you choose a player, who can you choose?",You can choose yourself.,Only your opponent.,Only a neutral player.,Neither player can be chosen.
"When a card instructs you to play a card, what actions are you allowed to take?","You may play a land or cast a spell, depending on the card’s type.","You can play any card from your hand, including lands, spells, creature tokens, and even artifact cards.","You must always play a land, regardless of the card’s type.",You are only allowed to play a spell; lands can never be played that way.
"When a spell or ability allows you to choose a player, whom can you choose?",Either yourself or your opponent,Only your opponent,Only yourself,Any creature on the battlefield
Can you choose yourself if a spell or ability says you may choose a player?,"Yes, unless the text explicitly says 'opponent'","No, you can never choose yourself","Yes, always",Only if you are a wizard
"In a multiplayer game, who is considered a player?","Everyone in the game, including teammates",Only the two players at the center,Only the players who are not teammates,Only the judges
"If a spell or ability lets you choose a player and specifies ""opponent"", who can you choose?",An opponent; you cannot choose yourself,"Any other player, including yourself",Only yourself,Only a teammate
"In a multiplayer game, who counts as a player for the purpose of choosing a player?","Everyone in the game, including teammates",Only the opponent players,Only the players who are not your teammates,Only the players who have cast a spell
What does the number to the left of the slash on a creature card indicate?,"Its power, the amount of combat damage it deals","Its toughness, the amount of damage it can withstand",The number of mana it requires to play,The number of abilities the creature has
What combat damage does a creature with 0 power or less deal?,No damage,It deals 0 damage,It deals damage equal to its toughness,It deals damage equal to its life total
How much combat damage does a creature deal in combat?,It deals combat damage equal to its power.,It deals combat damage equal to its toughness.,"It deals no damage unless it has the ""First Strike"" ability.",It deals double damage if it is attacking.
What happens to a creature with 0 power or less when it deals combat damage?,It deals no damage in combat.,It deals damage equal to its toughness.,It deals damage but it is prevented by the opponent's defense.,"It deals damage equal to its power, but only if it has ""Trample."""
What does a prevention effect do in Magic: The Gathering?,It stops damage from being dealt; some or all of that damage isn't dealt.,It causes damage to be dealt twice.,It allows the target to ignore its own combat damage.,It has no effect on damage.
What does seeing the word 'prevention' in the text of a spell or ability signify?,It indicates that the spell or ability has a prevention effect.,It means the spell deals extra damage.,It implies the spell cannot be countered.,It is a keyword for creature speed.
What is a prevention effect?,An effect that stops damage from being dealt; it works like a shield.,An effect that increases damage dealt.,An effect that grants additional abilities.,An effect that ignores all combat interactions.
What happens when a prevention effect is in place and damage would be dealt?,Some or all of that damage isn't dealt.,The damage is doubled.,The damage is redirected to the controller.,The damage is converted to life gain.
What happens if damage would be dealt but a prevention shield is in place?,Some or all of that damage isn't dealt.,The damage is doubled and still dealt.,The damage bypasses the shield and is dealt normally.,The damage is redirected to a random opponent.
Does a prevention effect always prevent all damage from a source?,"No, it can prevent all damage a source would deal, or just a specific amount of damage.","Yes, it always prevents every point of damage a source would deal.","No, it never prevents any damage; it only adds damage instead.",It only prevents damage that is dealt to the controller of the effect.
Which spell is used as an example of a prevention effect that stops all combat damage this turn?,Fog,Lightning Bolt,Swords to Plowshares,Divine Favor
What can a prevention effect do regarding damage?,It can prevent all damage a source would deal or just a specific amount of damage.,It can only prevent damage during the first combat round.,"It can only prevent damage from spell sources, not creatures.",It can increase the damage dealt by a source.
Can a prevention effect prevent only a specific amount of damage?,"Yes, a prevention effect can prevent just a specific amount of damage.","No, prevention effects always prevent all damage a source would deal.","Only if the source is a creature, not a spell.",Only if the damage is dealt during a noncombat phase.
Which example of a prevention effect prevents all combat damage for the turn?,Fog,Vampiric Bite,Lightning Bolt,Forestwalk
Which type of damage does Fog prevent?,All combat damage that would be dealt this turn.,All damage that would be dealt by spells this turn.,"All damage that would be dealt this turn, including spells.",Only damage to players.
How long does Fog's effect last?,Until the end of the turn.,Until the next turn.,Until the end of the game.,Only until the next combat phase.
What can prevention effects prevent?,"Damage to creatures, to players, or both.",Only damage to creatures.,Only damage to players.,Only damage dealt by spells.
What happens when creatures try to deal combat damage during a turn Fog is active?,Fog prevents the combat damage.,The combat damage is redirected to the defending player.,The combat damage is doubled.,The combat damage is ignored by the creatures.
What can a prevention effect stop from being dealt?,"Damage to creatures, players, or both",Damage to only creatures,Damage to only players,Damage to artifacts
"When a prevention effect could stop damage from several sources at once, who chooses which source's damage is prevented?","The player who would be dealt that damage, or who controls the creature that would be dealt that damage",The defending player,The attacking player,The judge
Which player decides which source to prevent damage from when a prevention effect could prevent damage from multiple sources at the same time?,"The player who would be dealt that damage, or who controls the creature that would be dealt that damage.",The player who controls the prevention effect.,The first player to cast the effect.,The creature that would deal the damage.
What does priority determine during a game?,It determines which player can cast a spell or activate an ability at any given time.,It determines how many cards a player may have in hand.,It determines the order in which players attack.,It determines the amount of mana available.
What occurs when both players pass in a row and there is a spell or ability on the stack?,It resolves,It is discarded,Both players gain control of it,It goes to the graveyard immediately
What happens when both players pass in a row and no spell or ability is on the stack?,The current phase ends and the next one begins,The game ends,Both players are forced to draw a card,The stack becomes empty and is ignored
Who receives priority after a spell or ability resolves?,The active player,The inactive player,Both players receive priority,No player receives priority
What happens when both players pass in a row and there are no spells or abilities on the stack?,That part of the turn ends and the next one begins.,The stack is cleared and the active player receives priority.,The next player immediately takes priority and begins their turn.,The game ends and a new game starts.
"When both players pass in a row and a spell or ability is waiting on the stack, what occurs first?",The spell or ability on the stack resolves.,Priority is immediately returned to the active player.,Both players start a new priority cycle before the stack resolves.,The stack is cleared and the turn proceeds to the next step.
What is the keyword ability that protects a creature from damage from a specific color or type of source?,protection,haste,flying,vigilance
What effect does the keyword ability protection have on a creature?,prevents damage from sources of the specified color or type,allows the creature to attack twice per turn,gives the creature +1/+1 each turn,makes the creature untappable
Which of the following is true about damage to a creature with protection from a certain type?,All damage from sources of that type is prevented.,The damage is doubled.,The damage is ignored by the source.,The damage is allowed but the creature loses toughness.
What restriction does protection from a certain type impose on Auras and Equipment?,The creature cannot be enchanted by Auras or equipped by Equipment of that type.,The creature can still be enchanted but the Aura does nothing.,The creature can still be equipped but the Equipment does nothing.,The creature can be enchanted or equipped but the effects are countered.
Which of the following are examples of types a creature might have protection from?,Red or Goblins.,Mana or time.,Lightning or thunder.,Colors or numbers.
"When a creature has protection from a particular color or creature type, what happens to damage dealt by sources of that color or type?",The damage is prevented.,The damage is doubled.,The damage is ignored but the source gets countered.,The damage goes through normally.
"If a creature has protection from red, can a red creature deal damage to it?","No, the damage is prevented.","Yes, but the creature can't attack red creatures.","Yes, but the creature takes double damage from red.","No, but the red creature is still allowed to attack it."
Which of the following is true about a creature that has protection from a certain color or type?,It cannot be enchanted by auras or equipped by equipment of that color or type.,It can be enchanted by auras of that color but cannot be blocked by creatures of that color.,It can be targeted by spells of that color but cannot deal damage to them.,It can be equipped by equipment of that color but cannot block creatures of that color.
"If a creature has protection from Goblins, which of the following cannot be used on it?",Auras or equipment that are of Goblin type.,Spells that target Goblin creatures.,Creatures that are Goblins.,Damage from Goblin creatures.
